drugbank_id,drug_name,target_id,target_name,actions,known_action,organism,gene_name,uniprot_id
DB06116,Eldelumab,BE0000934,C-X-C motif chemokine 10,,unknown,Humans,CXCL10,P02778
DB06119,Cenobamate,BE0009738,Voltage-gated sodium channel alpha subunit,inhibitor,yes,Humans,SCN1A,P35498
DB06119,Cenobamate,BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,allosteric modulator,unknown,Humans,GABRA1,P14867
DB06121,DPI-221,BE0000420,Delta-type opioid receptor,,unknown,Humans,OPRD1,P41143
DB06124,L-aminocarnityl-succinyl-leucyl-argininal-diethylacetal,BE0003470,Calpain-3,,unknown,Humans,CAPN3,P20807
DB06127,Bisegliptin,BE0000854,Dipeptidyl peptidase 4,,unknown,Humans,DPP4,P27487
DB06133,Dimethylcurcumin,BE0000132,Androgen receptor,inhibitor,yes,Humans,AR,P10275
DB06134,SNS-314,BE0004601,Aurora kinase C,inhibitor,yes,Humans,AURKC,Q9UQB9
DB06134,SNS-314,BE0003404,Aurora kinase B,inhibitor,unknown,Humans,AURKB,Q96GD4
DB06134,SNS-314,BE0000991,Aurora kinase A,inhibitor,unknown,Humans,AURKA,O14965
DB06137,Tirbanibulin,BE0000143,Tubulin beta chain,inhibitor,yes,Humans,TUBB,P07437
DB06137,Tirbanibulin,BE0000838,Proto-oncogene tyrosine-protein kinase Src,inhibitor,yes,Humans,SRC,P12931
DB06138,Sovateltide,BE0000043,Endothelin receptor type B,,unknown,Humans,EDNRB,P24530
DB06140,SUVN-502,BE0000945,5-hydroxytryptamine receptor 6,antagonist,unknown,Humans,HTR6,P50406
DB06144,Sertindole,BE0000756,D(2) dopamine receptor,antagonist,yes,Humans,DRD2,P14416
DB06144,Sertindole,BE0000451,5-hydroxytryptamine receptor 2A,antagonist,yes,Humans,HTR2A,P28223
DB06144,Sertindole,BE0000533,5-hydroxytryptamine receptor 2C,antagonist,yes,Humans,HTR2C,P28335
DB06144,Sertindole,BE0000945,5-hydroxytryptamine receptor 6,antagonist,yes,Humans,HTR6,P50406
DB06144,Sertindole,BE0000090,Voltage-gated inwardly rectifying potassium channel KCNH2,inhibitor,unknown,Humans,KCNH2,Q12809
DB06144,Sertindole,BE0000501,Alpha-1A adrenergic receptor,,unknown,Humans,ADRA1A,P35348
DB06144,Sertindole,BE0000575,Alpha-1B adrenergic receptor,,unknown,Humans,ADRA1B,P35368
DB06144,Sertindole,BE0000715,Alpha-1D adrenergic receptor,,unknown,Humans,ADRA1D,P25100
DB06145,Spiramycin,BE0000843,Large ribosomal subunit protein uL3,"antagonist, inhibitor",yes,Streptococcus pyogenes serotype M1,rplC,Q9A1X4
DB06147,Sulfathiazole,BE0002360,dihydropteroate synthase,inhibitor,yes,Plasmodium falciparum,,Q27738
DB06148,Mianserin,BE0000289,Alpha-2A adrenergic receptor,antagonist,unknown,Humans,ADRA2A,P08913
DB06148,Mianserin,BE0000451,5-hydroxytryptamine receptor 2A,antagonist,unknown,Humans,HTR2A,P28223
DB06148,Mianserin,BE0000533,5-hydroxytryptamine receptor 2C,antagonist,unknown,Humans,HTR2C,P28335
DB06148,Mianserin,BE0000442,Histamine H1 receptor,antagonist,unknown,Humans,HRH1,P35367
DB06148,Mianserin,BE0000486,Sodium-dependent noradrenaline transporter,inhibitor,unknown,Humans,SLC6A2,P23975
DB06148,Mianserin,BE0000749,Sodium-dependent serotonin transporter,inhibitor,unknown,Humans,SLC6A4,P31645
DB06148,Mianserin,BE0000146,Histamine H4 receptor,binder,unknown,Humans,HRH4,Q9H3N8
DB06148,Mianserin,BE0000291,5-hydroxytryptamine receptor 1A,blocker,unknown,Humans,HTR1A,P08908
DB06148,Mianserin,BE0000342,Alpha-2C adrenergic receptor,antagonist,unknown,Humans,ADRA2C,P18825
DB06148,Mianserin,BE0000393,5-hydroxytryptamine receptor 2B,binder,unknown,Humans,HTR2B,P41595
DB06148,Mianserin,BE0000460,5-hydroxytryptamine receptor 1F,binder,unknown,Humans,HTR1F,P30939
DB06148,Mianserin,BE0000572,Alpha-2B adrenergic receptor,antagonist,unknown,Humans,ADRA2B,P18089
DB06148,Mianserin,BE0000581,D(3) dopamine receptor,binder,unknown,Humans,DRD3,P35462
DB06148,Mianserin,BE0000632,Kappa-type opioid receptor,agonist,unknown,Humans,OPRK1,P41145
DB06148,Mianserin,BE0000647,Sodium-dependent dopamine transporter,binder,unknown,Humans,SLC6A3,Q01959
DB06148,Mianserin,BE0000650,5-hydroxytryptamine receptor 7,antagonist,unknown,Humans,HTR7,P34969
DB06148,Mianserin,BE0000756,D(2) dopamine receptor,antagonist,unknown,Humans,DRD2,P14416
DB06148,Mianserin,BE0000945,5-hydroxytryptamine receptor 6,binder,unknown,Humans,HTR6,P50406
DB06148,Mianserin,BE0004863,Alpha-1 adrenergic receptors,antagonist,unknown,Humans,ADRA1A,P35348
DB06148,Mianserin,BE0004889,D(1) dopamine receptor,binder,unknown,Humans,DRD1,P21728
DB06149,Teicoplanin,BE0004826,D-Ala-D-Ala moiety of NAM/NAG peptide subunits of peptidoglycan,inhibitor,yes,,,
DB06151,Acetylcysteine,BE0000185,Glutathione synthetase,stimulator,yes,Humans,GSS,P48637
DB06151,Acetylcysteine,BE0000030,Cystine/glutamate transporter,activator,yes,Humans,SLC7A11,Q9UPY5
DB06151,Acetylcysteine,BE0004839,NAPQI (N-acetyl-p-benzoquinone imine),reducer,unknown,,,
DB06151,Acetylcysteine,BE0000481,Aminoacylase-1,substrate,unknown,Humans,ACY1,Q03154
DB06151,Acetylcysteine,BE0001154,Inhibitor of nuclear factor kappa-B kinase subunit beta,inhibitor,unknown,Humans,IKBKB,O14920
DB06151,Acetylcysteine,BE0004655,Inhibitor of nuclear factor kappa-B kinase subunit alpha,inhibitor,unknown,Humans,CHUK,O15111
DB06151,Acetylcysteine,BE0000417,"Glutamate receptor ionotropic, NMDA 2B",activator,unknown,Humans,GRIN2B,Q13224
DB06151,Acetylcysteine,BE0000365,"Glutamate receptor ionotropic, NMDA 1",activator,unknown,Humans,GRIN1,Q05586
DB06151,Acetylcysteine,BE0000760,"Glutamate receptor ionotropic, NMDA 2A",activator,unknown,Humans,GRIN2A,Q12879
DB06151,Acetylcysteine,BE0000396,"Glutamate receptor ionotropic, NMDA 2D",activator,unknown,Humans,GRIN2D,O15399
DB06151,Acetylcysteine,BE0000641,"Glutamate receptor ionotropic, NMDA 3A",activator,unknown,Humans,GRIN3A,Q8TCU5
DB06152,Nylidrin,BE0000385,Interferon alpha/beta receptor 2,agonist,yes,Humans,IFNAR2,P48551
DB06152,Nylidrin,BE0000012,Voltage-dependent T-type calcium channel subunit alpha-1I,"antagonist, agonist",unknown,Humans,CACNA1I,Q9P0X4
DB06153,Pizotifen,BE0000092,Muscarinic acetylcholine receptor M1,antagonist,unknown,Humans,CHRM1,P11229
DB06153,Pizotifen,BE0000560,Muscarinic acetylcholine receptor M2,antagonist,unknown,Humans,CHRM2,P08172
DB06153,Pizotifen,BE0000045,Muscarinic acetylcholine receptor M3,antagonist,unknown,Humans,CHRM3,P20309
DB06153,Pizotifen,BE0000451,5-hydroxytryptamine receptor 2A,antagonist,unknown,Humans,HTR2A,P28223
DB06153,Pizotifen,BE0000393,5-hydroxytryptamine receptor 2B,antagonist,unknown,Humans,HTR2B,P41595
DB06153,Pizotifen,BE0000533,5-hydroxytryptamine receptor 2C,antagonist,unknown,Humans,HTR2C,P28335
DB06153,Pizotifen,BE0000291,5-hydroxytryptamine receptor 1A,partial agonist,unknown,Humans,HTR1A,P08908
DB06153,Pizotifen,BE0000797,5-hydroxytryptamine receptor 1B,antagonist,unknown,Humans,HTR1B,P28222
DB06153,Pizotifen,BE0000442,Histamine H1 receptor,antagonist,unknown,Humans,HRH1,P35367
DB06153,Pizotifen,BE0000501,Alpha-1A adrenergic receptor,antagonist,unknown,Humans,ADRA1A,P35348
DB06153,Pizotifen,BE0000575,Alpha-1B adrenergic receptor,antagonist,unknown,Humans,ADRA1B,P35368
DB06153,Pizotifen,BE0000715,Alpha-1D adrenergic receptor,antagonist,unknown,Humans,ADRA1D,P25100
DB06153,Pizotifen,BE0000289,Alpha-2A adrenergic receptor,antagonist,unknown,Humans,ADRA2A,P08913
DB06153,Pizotifen,BE0000572,Alpha-2B adrenergic receptor,antagonist,unknown,Humans,ADRA2B,P18089
DB06153,Pizotifen,BE0000342,Alpha-2C adrenergic receptor,antagonist,unknown,Humans,ADRA2C,P18825
DB06154,Pentaerythritol tetranitrate,BE0000130,Hemoglobin subunit alpha,agonist,yes,Humans,HBA1,P69905
DB06154,Pentaerythritol tetranitrate,BE0000629,Hemoglobin subunit beta,agonist,yes,Humans,HBB,P68871
DB06154,Pentaerythritol tetranitrate,BE0009339,Free radicals,antagonist,no,,,
DB06155,Rimonabant,BE0000061,Cannabinoid receptor 1,antagonist,yes,Humans,CNR1,P21554
DB06155,Rimonabant,BE0005802,G-protein coupled receptor 55,,unknown,Humans,GPR55,Q9Y2T6
DB06156,Tesofensine,BE0000033,Insulin receptor,inhibitor,unknown,Humans,INSR,P06213
DB06156,Tesofensine,BE0000749,Sodium-dependent serotonin transporter,,unknown,Humans,SLC6A4,P31645
DB06156,Tesofensine,BE0000486,Sodium-dependent noradrenaline transporter,,unknown,Humans,SLC6A2,P23975
DB06156,Tesofensine,BE0000647,Sodium-dependent dopamine transporter,,unknown,Humans,SLC6A3,Q01959
DB06157,Istaroxime,BE0000732,Sodium/potassium-transporting ATPase subunit alpha-1,inhibitor,yes,Humans,ATP1A1,P05023
DB06157,Istaroxime,BE0005026,Sodium/potassium-transporting ATPase subunit beta-3,inhibitor,unknown,Humans,ATP1B3,P54709
DB06157,Istaroxime,BE0005018,Sodium/potassium-transporting ATPase subunit beta-2,inhibitor,unknown,Humans,ATP1B2,P14415
DB06157,Istaroxime,BE0004994,Sodium/potassium-transporting ATPase subunit beta-1,inhibitor,unknown,Humans,ATP1B1,P05026
DB06157,Istaroxime,BE0005047,Sodium/potassium-transporting ATPase subunit alpha-3,inhibitor,unknown,Humans,ATP1A3,P13637
DB06157,Istaroxime,BE0005034,Sodium/potassium-transporting ATPase subunit alpha-2,inhibitor,unknown,Humans,ATP1A2,P50993
DB06157,Istaroxime,BE0003477,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,,unknown,Humans,ATP2A2,P16615
DB06159,Rubitecan,BE0000971,DNA topoisomerase 1,inhibitor,yes,Humans,TOP1,P11387
DB06160,Garenoxacin,BE0002425,DNA topoisomerase 2-beta,inhibitor,unknown,Humans,TOP2B,Q02880
DB06160,Garenoxacin,BE0000742,DNA topoisomerase 2-alpha,inhibitor,unknown,Humans,TOP2A,P11388
DB06162,Lumiliximab,BE0003465,Low affinity immunoglobulin epsilon Fc receptor,"antibody, regulator",unknown,Humans,FCER2,P06734
DB06163,Plevitrexed,BE0000021,Thymidylate synthase,inhibitor,unknown,Yeast,TMP1,P12461
DB06166,Fosdevirine,BE0002050,Gag-Pol polyprotein,modulator,unknown,HIV-1,gag-pol,P03366
DB06168,Canakinumab,BE0001051,Interleukin-1 beta,"binder, antibody",yes,Humans,IL1B,P01584
DB06174,Noscapine,BE0000156,Sigma non-opioid intracellular receptor 1,,unknown,Humans,SIGMAR1,Q99720
DB06176,Romidepsin,BE0002365,Histone deacetylase 1,"antagonist, inhibitor",yes,Humans,HDAC1,Q13547
DB06176,Romidepsin,BE0002366,Histone deacetylase 2,"antagonist, inhibitor",yes,Humans,HDAC2,Q92769
DB06176,Romidepsin,BE0003523,Histone deacetylase 4,inhibitor,no,Humans,HDAC4,P56524
DB06176,Romidepsin,BE0002368,Protein deacetylase HDAC6,inhibitor,no,Humans,HDAC6,Q9UBN7
DB06176,Romidepsin,BE0008667,Histone deacetylase,inhibitor,unknown,Humans,HDAC1,Q13547
DB06178,Talotrexin,BE0003405,Folate receptor alpha,antagonist,unknown,Humans,FOLR1,P15328
DB06182,Talabostat,BE0016313,Dipeptidyl peptidase 9,inhibitor,unknown,Humans,DPP9,Q86TI2
DB06182,Talabostat,BE0015938,Dipeptidyl peptidase 8,inhibitor,unknown,Humans,DPP8,Q6V1X1
DB06182,Talabostat,BE0003507,Prolyl endopeptidase FAP,inhibitor,unknown,Humans,FAP,Q12884
DB06184,AEG35156,BE0001156,E3 ubiquitin-protein ligase XIAP,,unknown,Humans,XIAP,P98170
DB06185,Forodesine,BE0000250,Purine nucleoside phosphorylase,inhibitor,yes,Humans,PNP,P00491
DB06186,Ipilimumab,BE0000887,Cytotoxic T-lymphocyte protein 4,"inhibitor, antibody",yes,Humans,CTLA4,P16410
DB06188,Ispinesib,BE0001852,Kinesin-like protein KIF11,inhibitor,unknown,Humans,KIF11,P52732
DB06190,Solabegron,BE0001012,Beta-3 adrenergic receptor,agonist,yes,Humans,ADRB3,P13945
DB06191,Zosuquidar,BE0001032,ATP-dependent translocase ABCB1,inhibitor,yes,Humans,ABCB1,P08183
DB06191,Zosuquidar,BE0003641,Phosphatidylcholine translocator ABCB4,modulator,yes,Humans,ABCB4,P21439
DB06193,Pixantrone,BE0002425,DNA topoisomerase 2-beta,modulator,unknown,Humans,TOP2B,Q02880
DB06193,Pixantrone,BE0000742,DNA topoisomerase 2-alpha,modulator,unknown,Humans,TOP2A,P11388
DB06194,Elocalcitol,BE0000779,Vitamin D3 receptor,agonist,yes,Humans,VDR,P11473
DB06195,Seliciclib,BE0001072,Cyclin-dependent kinase 2,inhibitor,yes,Humans,CDK2,P24941
DB06195,Seliciclib,BE0001913,Cyclin-dependent kinase 7,inhibitor,yes,Humans,CDK7,P50613
DB06195,Seliciclib,BE0001082,Cyclin-dependent kinase 1,inhibitor,yes,Humans,CDK1,P06493
DB06195,Seliciclib,BE0001062,Mitogen-activated protein kinase 3,,unknown,Humans,MAPK3,P27361
DB06195,Seliciclib,BE0000923,Mitogen-activated protein kinase 1,,unknown,Humans,MAPK1,P28482
DB06195,Seliciclib,BE0002207,Cyclin-dependent kinase 9,,unknown,Humans,CDK9,P50750
DB06195,Seliciclib,BE0003512,Casein kinase I isoform epsilon,,unknown,Humans,CSNK1E,P49674
DB06196,Icatibant,BE0003513,B2 bradykinin receptor,antagonist,yes,Humans,BDKRB2,P30411
DB06196,Icatibant,BE0001078,Aminopeptidase N,inhibitor,unknown,Humans,ANPEP,P15144
DB06197,Bimosiamose,BE0001074,E-selectin,inhibitor,unknown,Humans,SELE,P16581
DB06198,Alovudine,BE0002050,Gag-Pol polyprotein,modulator,unknown,HIV-1,gag-pol,P03366
DB06198,Alovudine,BE0004136,Reverse transcriptase/RNaseH,inhibitor,unknown,Human immunodeficiency virus 1,pol,Q72547
DB06199,Atrasentan,BE0000521,Endothelin-1 receptor,antagonist,yes,Humans,EDNRA,P25101
DB06199,Atrasentan,BE0000043,Endothelin receptor type B,antagonist,unknown,Humans,EDNRB,P24530
DB06201,Rufinamide,BE0001143,Sodium channel protein type 9 subunit alpha,modulator,unknown,Humans,SCN9A,Q15858
DB06201,Rufinamide,BE0001192,Metabotropic glutamate receptor 5,inhibitor,unknown,Humans,GRM5,P41594
DB06202,Lasofoxifene,BE0000123,Estrogen receptor,"antagonist, agonist, negative modulator",yes,Humans,ESR1,P03372
DB06202,Lasofoxifene,BE0000792,Estrogen receptor beta,agonist,yes,Humans,ESR2,Q92731
DB06202,Lasofoxifene,BE0010205,Fusion glycoprotein F0,modulator,unknown,Human respiratory syncytial virus A (strain A2),F,P03420
DB06202,Lasofoxifene,BE0000095,Cannabinoid receptor 2,inverse agonist,unknown,Humans,CNR2,P34972
DB06203,Alogliptin,BE0000854,Dipeptidyl peptidase 4,inhibitor,yes,Humans,DPP4,P27487
DB06204,Tapentadol,BE0000770,Mu-type opioid receptor,agonist,yes,Humans,OPRM1,P35372
DB06204,Tapentadol,BE0000486,Sodium-dependent noradrenaline transporter,inhibitor,yes,Humans,SLC6A2,P23975
DB06204,Tapentadol,BE0000632,Kappa-type opioid receptor,agonist,unknown,Humans,OPRK1,P41145
DB06204,Tapentadol,BE0000420,Delta-type opioid receptor,agonist,unknown,Humans,OPRD1,P41143
DB06204,Tapentadol,BE0000749,Sodium-dependent serotonin transporter,inhibitor,no,Humans,SLC6A4,P31645
DB06205,Hyaluronidase (human recombinant),BE0009857,Hyaluronic acid,"modulator, metabolizer",yes,,,
DB06205,Hyaluronidase (human recombinant),BE0000984,Transforming growth factor beta-1 proprotein,inhibitor,unknown,Humans,TGFB1,P01137
DB06207,Silodosin,BE0000501,Alpha-1A adrenergic receptor,antagonist,yes,Humans,ADRA1A,P35348
DB06207,Silodosin,BE0000715,Alpha-1D adrenergic receptor,antagonist,yes,Humans,ADRA1D,P25100
DB06207,Silodosin,BE0000575,Alpha-1B adrenergic receptor,antagonist,yes,Humans,ADRA1B,P35368
DB06207,Silodosin,BE0009629,HERG human cardiac K+ channel,blocker,unknown,Humans,KCNH2,Q12809
DB06209,Prasugrel,BE0000110,P2Y purinoceptor 12,antagonist,yes,Humans,P2RY12,Q9H244
DB06210,Eltrombopag,BE0003440,Thrombopoietin receptor,agonist,yes,Humans,MPL,P40238
DB06211,Doripenem,BE0000588,Penicillin-binding protein 1A,"antagonist, inhibitor",yes,Escherichia coli (strain K12),mrcA,P02918
DB06211,Doripenem,BE0000488,Penicillin-binding protein 1B,"antagonist, inhibitor",yes,Escherichia coli (strain K12),mrcB,P02919
DB06211,Doripenem,BE0003579,"Peptidoglycan D,D-transpeptidase MrdA","antagonist, inhibitor",yes,Escherichia coli (strain K12),mrdA,P0AD65
DB06211,Doripenem,BE0004647,"Peptidoglycan D,D-transpeptidase FtsI","antagonist, inhibitor",yes,Pseudomonas aeruginosa,pbpB,Q51504
DB06211,Doripenem,BE0008485,Penicillin-binding protein 4,"antagonist, inhibitor",yes,Staphylococcus aureus,pbp4,P72355
DB06211,Doripenem,BE0000803,Dihydropteroate synthase,inhibitor,unknown,Escherichia coli (strain K12),folP,P0AC13
DB06212,Tolvaptan,BE0000293,Vasopressin V2 receptor,antagonist,yes,Humans,AVPR2,P30518
DB06212,Tolvaptan,BE0000165,Vasopressin V1a receptor,antagonist,no,Humans,AVPR1A,P37288
DB06213,Regadenoson,BE0000924,Adenosine receptor A2a,agonist,yes,Humans,ADORA2A,P29274
DB06216,Asenapine,BE0000451,5-hydroxytryptamine receptor 2A,antagonist,yes,Humans,HTR2A,P28223
DB06216,Asenapine,BE0000756,D(2) dopamine receptor,antagonist,yes,Humans,DRD2,P14416
DB06216,Asenapine,BE0000291,5-hydroxytryptamine receptor 1A,antagonist,unknown,Humans,HTR1A,P08908
DB06216,Asenapine,BE0000797,5-hydroxytryptamine receptor 1B,antagonist,unknown,Humans,HTR1B,P28222
DB06216,Asenapine,BE0000393,5-hydroxytryptamine receptor 2B,antagonist,unknown,Humans,HTR2B,P41595
DB06216,Asenapine,BE0000533,5-hydroxytryptamine receptor 2C,antagonist,unknown,Humans,HTR2C,P28335
DB06216,Asenapine,BE0004688,5-hydroxytryptamine receptor 5A,antagonist,unknown,Humans,HTR5A,P47898
DB06216,Asenapine,BE0000945,5-hydroxytryptamine receptor 6,antagonist,unknown,Humans,HTR6,P50406
DB06216,Asenapine,BE0000650,5-hydroxytryptamine receptor 7,antagonist,unknown,Humans,HTR7,P34969
DB06216,Asenapine,BE0000581,D(3) dopamine receptor,antagonist,unknown,Humans,DRD3,P35462
DB06216,Asenapine,BE0000389,D(4) dopamine receptor,antagonist,unknown,Humans,DRD4,P21917
DB06216,Asenapine,BE0000020,D(1A) dopamine receptor,antagonist,unknown,Humans,DRD1,P21728
DB06216,Asenapine,BE0000501,Alpha-1A adrenergic receptor,antagonist,unknown,Humans,ADRA1A,P35348
DB06216,Asenapine,BE0000289,Alpha-2A adrenergic receptor,antagonist,unknown,Humans,ADRA2A,P08913
DB06216,Asenapine,BE0000572,Alpha-2B adrenergic receptor,antagonist,unknown,Humans,ADRA2B,P18089
DB06216,Asenapine,BE0000342,Alpha-2C adrenergic receptor,antagonist,unknown,Humans,ADRA2C,P18825
DB06216,Asenapine,BE0000442,Histamine H1 receptor,antagonist,unknown,Humans,HRH1,P35367
DB06216,Asenapine,BE0000112,Histamine H2 receptor,antagonist,unknown,Humans,HRH2,P25021
DB06216,Asenapine,BE0000172,Beta-1 adrenergic receptor,antagonist,unknown,Humans,ADRB1,P08588
DB06216,Asenapine,BE0000694,Beta-2 adrenergic receptor,antagonist,unknown,Humans,ADRB2,P07550
DB06217,Vernakalant,BE0000197,Sodium channel protein type 5 subunit alpha,blocker,yes,Humans,SCN5A,Q14524
DB06217,Vernakalant,BE0004717,Potassium voltage-gated channel subfamily A member 5,blocker,yes,Humans,KCNA5,P22460
DB06217,Vernakalant,BE0003604,A-type voltage-gated potassium channel KCND3,blocker,yes,Humans,KCND3,Q9UK17
DB06217,Vernakalant,BE0000090,Voltage-gated inwardly rectifying potassium channel KCNH2,blocker,unknown,Humans,KCNH2,Q12809
DB06218,Lacosamide,BE0000192,Sodium channel protein type 11 subunit alpha,inhibitor,unknown,Humans,SCN11A,Q9UI33
DB06218,Lacosamide,BE0005806,Dihydropyrimidinase-related protein 2,modulator,unknown,Humans,DPYSL2,Q16555
DB06218,Lacosamide,BE0001143,Sodium channel protein type 9 subunit alpha,blocker,unknown,Humans,SCN9A,Q15858
DB06218,Lacosamide,BE0002082,Sodium channel protein type 3 subunit alpha,blocker,unknown,Humans,SCN3A,Q9NY46
DB06218,Lacosamide,BE0000177,Sodium channel protein type 10 subunit alpha,blocker,unknown,Humans,SCN10A,Q9Y5Y9
DB06219,Dalbavancin,BE0004826,D-Ala-D-Ala moiety of NAM/NAG peptide subunits of peptidoglycan,binder,yes,,,
DB06219,Dalbavancin,BE0000683,Pancreatic triacylglycerol lipase,inhibitor,unknown,Humans,PNLIP,P16233
DB06224,Alicaforsen,BE0001085,Intercellular adhesion molecule 1,other/unknown,unknown,Humans,ICAM1,P05362
DB06226,Nelipepimut-S,BE0000511,Receptor tyrosine-protein kinase erbB-2,inhibitor,unknown,Humans,ERBB2,P04626
DB06226,Nelipepimut-S,BE0003483,"HLA class I histocompatibility antigen, A alpha chain",,unknown,Humans,HLA-A,P04439
DB06228,Rivaroxaban,BE0000216,Coagulation factor X,antagonist,yes,Humans,F10,P00742
DB06229,Ocaperidone,BE0000451,5-hydroxytryptamine receptor 2A,modulator,yes,Humans,HTR2A,P28223
DB06229,Ocaperidone,BE0000756,D(2) dopamine receptor,modulator,yes,Humans,DRD2,P14416
DB06229,Ocaperidone,BE0000442,Histamine H1 receptor,,unknown,Humans,HRH1,P35367
DB06229,Ocaperidone,BE0000501,Alpha-1A adrenergic receptor,,unknown,Humans,ADRA1A,P35348
DB06229,Ocaperidone,BE0000575,Alpha-1B adrenergic receptor,,unknown,Humans,ADRA1B,P35368
DB06229,Ocaperidone,BE0000289,Alpha-2A adrenergic receptor,,unknown,Humans,ADRA2A,P08913
DB06229,Ocaperidone,BE0000715,Alpha-1D adrenergic receptor,,unknown,Humans,ADRA1D,P25100
DB06229,Ocaperidone,BE0000572,Alpha-2B adrenergic receptor,,unknown,Humans,ADRA2B,P18089
DB06229,Ocaperidone,BE0000342,Alpha-2C adrenergic receptor,,unknown,Humans,ADRA2C,P18825
DB06229,Ocaperidone,BE0000393,5-hydroxytryptamine receptor 2B,,unknown,Humans,HTR2B,P41595
DB06229,Ocaperidone,BE0000533,5-hydroxytryptamine receptor 2C,,unknown,Humans,HTR2C,P28335
DB06230,Nalmefene,BE0000632,Kappa-type opioid receptor,partial agonist,yes,Humans,OPRK1,P41145
DB06230,Nalmefene,BE0000420,Delta-type opioid receptor,antagonist,yes,Humans,OPRD1,P41143
DB06230,Nalmefene,BE0000770,Mu-type opioid receptor,antagonist,yes,Humans,OPRM1,P35372
DB06231,Caldaret,BE0000986,Sodium/calcium exchanger 1,,unknown,Humans,SLC8A1,P32418
DB06233,Ridaforolimus,BE0002386,Serine/threonine-protein kinase mTOR,inhibitor,yes,Humans,MTOR,P42345
DB06234,Maribavir,BE0003484,Serine/threonine protein kinase UL97,inhibitor,unknown,HHV-5,UL97,P16788
DB06235,Vadimezan,BE0010782,Proto-oncogene c-Rel,modulator,unknown,Humans,REL,Q04864
DB06235,Vadimezan,BE0013795,Transcription factor RelB,modulator,unknown,Humans,RELB,Q01201
DB06235,Vadimezan,BE0005551,Transcription factor p65,modulator,unknown,Humans,RELA,Q04206
DB06235,Vadimezan,BE0002387,Nuclear factor NF-kappa-B p100 subunit,modulator,unknown,Humans,NFKB2,Q00653
DB06235,Vadimezan,BE0001086,Nuclear factor NF-kappa-B p105 subunit,modulator,unknown,Humans,NFKB1,P19838
DB06236,Elvucitabine,BE0002050,Gag-Pol polyprotein,modulator,unknown,HIV-1,gag-pol,P03366
DB06236,Elvucitabine,BE0004136,Reverse transcriptase/RNaseH,inhibitor,unknown,Human immunodeficiency virus 1,pol,Q72547
DB06237,Avanafil,BE0000182,"cGMP-specific 3',5'-cyclic phosphodiesterase",inhibitor,yes,Humans,PDE5A,O76074
DB06240,Tariquidar,BE0001032,ATP-dependent translocase ABCB1,modulator,unknown,Humans,ABCB1,P08183
DB06241,Clenoliximab,BE0003488,T-cell surface glycoprotein CD4,,unknown,Humans,CD4,P01730
DB06243,Eflornithine,BE0000404,Ornithine decarboxylase,inhibitor,yes,Humans,ODC1,P11926
DB06244,Trafermin,BE0000748,Fibroblast growth factor receptor 2,activator,unknown,Humans,FGFR2,P21802
DB06245,Lanoteplase,BE0000717,Urokinase plasminogen activator surface receptor,,unknown,Humans,PLAUR,Q03405
DB06245,Lanoteplase,BE0000538,Fibrinogen alpha chain,,unknown,Humans,FGA,P02671
DB06245,Lanoteplase,BE0001091,Kallikrein-1,,unknown,Humans,KLK1,P06870
DB06245,Lanoteplase,BE0002103,Laminin subunit alpha-5,,unknown,Humans,LAMA5,O15230
DB06245,Lanoteplase,BE0000216,Coagulation factor X,,unknown,Humans,F10,P00742
DB06245,Lanoteplase,BE0001180,Fibronectin,,unknown,Humans,FN1,P02751
DB06245,Lanoteplase,BE0000969,Plasminogen activator inhibitor 2,,unknown,Humans,SERPINB2,P05120
DB06245,Lanoteplase,BE0002104,Tetranectin,,unknown,Humans,CLEC3B,P05452
DB06245,Lanoteplase,BE0002105,"Keratin, type II cytoskeletal 8",,unknown,Humans,KRT8,P05787
DB06245,Lanoteplase,BE0001170,Annexin A2,,unknown,Humans,ANXA2,P07355
DB06245,Lanoteplase,BE0002106,Laminin subunit beta-1,,unknown,Humans,LAMB1,P07942
DB06245,Lanoteplase,BE0002107,Laminin subunit gamma-1,,unknown,Humans,LAMC1,P11047
DB06245,Lanoteplase,BE0002108,Laminin subunit alpha-1,,unknown,Humans,LAMA1,P25391
DB06245,Lanoteplase,BE0002109,Calreticulin,,unknown,Humans,CALR,P27797
DB06245,Lanoteplase,BE0001011,Calnexin,,unknown,Humans,CANX,P27824
DB06245,Lanoteplase,BE0002110,Prolow-density lipoprotein receptor-related protein 1,,unknown,Humans,LRP1,Q07954
DB06245,Lanoteplase,BE0002111,Laminin subunit alpha-3,,unknown,Humans,LAMA3,Q16787
DB06246,Exisulind,BE0000182,"cGMP-specific 3',5'-cyclic phosphodiesterase",modulator,unknown,Humans,PDE5A,O76074
DB06246,Exisulind,BE0000814,Glutathione S-transferase P,inhibitor,unknown,Humans,GSTP1,P09211
DB06246,Exisulind,BE0000747,Aldo-keto reductase family 1 member B1,inhibitor,unknown,Humans,AKR1B1,P15121
DB06246,Exisulind,BE0004353,Aldo-keto reductase family 1 member B10,inhibitor,unknown,Humans,AKR1B10,O60218
DB06246,Exisulind,BE0001287,"3',5'-cyclic-AMP phosphodiesterase 4D",,unknown,Humans,PDE4D,Q08499
