drugbank_id,drug_name,target_id,target_name,actions,known_action,organism,gene_name,uniprot_id
DB06246,Exisulind,BE0002353,"3',5'-cyclic-AMP phosphodiesterase 4C",,unknown,Humans,PDE4C,Q08493
DB06246,Exisulind,BE0002085,"cGMP-dependent 3',5'-cyclic phosphodiesterase",,unknown,Humans,PDE2A,O00408
DB06247,CX516,BE0000640,Glutamate receptor 1,,unknown,Humans,GRIA1,P42261
DB06248,Amelubant,BE0003490,Leukotriene B4 receptor 1,antagonist,yes,Humans,LTB4R,Q15722
DB06248,Amelubant,BE0003489,Leukotriene B4 receptor 2,,unknown,Humans,LTB4R2,Q9NPC1
DB06249,Arzoxifene,BE0000792,Estrogen receptor beta,inhibitor,unknown,Humans,ESR2,Q92731
DB06249,Arzoxifene,BE0000123,Estrogen receptor,inhibitor,unknown,Humans,ESR1,P03372
DB06251,Dersalazine,BE0005561,Platelet-activating factor receptor,inhibitor,unknown,Humans,PTAFR,P25105
DB06252,R112,BE0001316,Tyrosine-protein kinase SYK,,unknown,Humans,SYK,P43405
DB06255,Incadronic acid,BE0000776,Farnesyl pyrophosphate synthase,inhibitor,yes,Humans,FDPS,P14324
DB06255,Incadronic acid,BE0001162,Caspase-3,activator,unknown,Humans,CASP3,P42574
DB06255,Incadronic acid,BE0009964,Caspase-4,activator,unknown,Humans,CASP4,P49662
DB06255,Incadronic acid,BE0001826,Caspase-7,activator,unknown,Humans,CASP7,P55210
DB06258,Bimoclomol,BE0012549,Heat shock 70 kDa protein 1B,modulator,unknown,Humans,HSPA1B,P0DMV9
DB06258,Bimoclomol,BE0010433,Heat shock 70 kDa protein 1A,modulator,unknown,Humans,HSPA1A,P0DMV8
DB06258,Bimoclomol,BE0003514,Heat shock factor protein 1,,unknown,Humans,HSF1,Q00613
DB06262,Droxidopa,BE0000501,Alpha-1A adrenergic receptor,agonist,yes,Humans,ADRA1A,P35348
DB06262,Droxidopa,BE0000575,Alpha-1B adrenergic receptor,agonist,yes,Humans,ADRA1B,P35368
DB06262,Droxidopa,BE0000715,Alpha-1D adrenergic receptor,agonist,yes,Humans,ADRA1D,P25100
DB06262,Droxidopa,BE0000289,Alpha-2A adrenergic receptor,agonist,yes,Humans,ADRA2A,P08913
DB06262,Droxidopa,BE0000572,Alpha-2B adrenergic receptor,agonist,yes,Humans,ADRA2B,P18089
DB06262,Droxidopa,BE0000342,Alpha-2C adrenergic receptor,agonist,yes,Humans,ADRA2C,P18825
DB06262,Droxidopa,BE0000172,Beta-1 adrenergic receptor,agonist,yes,Humans,ADRB1,P08588
DB06262,Droxidopa,BE0000694,Beta-2 adrenergic receptor,agonist,yes,Humans,ADRB2,P07550
DB06262,Droxidopa,BE0001012,Beta-3 adrenergic receptor,agonist,yes,Humans,ADRB3,P13945
DB06262,Droxidopa,BE0000753,Phenylalanine-4-hydroxylase,inhibitor,no,Humans,PAH,P00439
DB06263,Amrubicin,BE0000742,DNA topoisomerase 2-alpha,,unknown,Humans,TOP2A,P11388
DB06263,Amrubicin,BE0004796,DNA,,unknown,,,
DB06264,Tolperisone,BE0000192,Sodium channel protein type 11 subunit alpha,modulator,unknown,Humans,SCN11A,Q9UI33
DB06266,Lonidamine,BE0001195,Cystic fibrosis transmembrane conductance regulator,,unknown,Humans,CFTR,P13569
DB06266,Lonidamine,BE0001108,Hexokinase-1,,unknown,Humans,HK1,P19367
DB06267,Udenafil,BE0000182,"cGMP-specific 3',5'-cyclic phosphodiesterase",inhibitor,yes,Humans,PDE5A,O76074
DB06268,Sitaxentan,BE0000521,Endothelin-1 receptor,antagonist,yes,Humans,EDNRA,P25101
DB06268,Sitaxentan,BE0000043,Endothelin receptor type B,antagonist,unknown,Humans,EDNRB,P24530
DB06271,Sulodexide,BE0000775,Heparin cofactor 2,agonist,yes,Humans,SERPIND1,P05546
DB06271,Sulodexide,BE0000280,Antithrombin-III,potentiator,yes,Humans,SERPINC1,P01008
DB06273,Tocilizumab,BE0002859,Interleukin-6 receptor subunit alpha,"inhibitor, antibody",yes,Humans,IL6R,P08887
DB06273,Tocilizumab,BE0010013,Interleukin-6 receptor subunit beta,modulator,unknown,Humans,IL6ST,P40189
DB06274,Alvimopan,BE0000770,Mu-type opioid receptor,antagonist,yes,Humans,OPRM1,P35372
DB06274,Alvimopan,BE0000632,Kappa-type opioid receptor,antagonist,unknown,Humans,OPRK1,P41145
DB06274,Alvimopan,BE0000420,Delta-type opioid receptor,antagonist,unknown,Humans,OPRD1,P41143
DB06276,Tanomastat,BE0000642,72 kDa type IV collagenase,inhibitor,unknown,Humans,MMP2,P08253
DB06280,Senicapoc,BE0000415,Intermediate conductance calcium-activated potassium channel protein 4,modulator,unknown,Humans,KCNN4,O15554
DB06281,Torcetrapib,BE0003516,Cholesteryl ester transfer protein,antagonist,yes,Humans,CETP,P11597
DB06282,Levocetirizine,BE0000442,Histamine H1 receptor,"antagonist, inhibitor",yes,Humans,HRH1,P35367
DB06283,Ziconotide,BE0002226,Voltage-dependent N-type calcium channel subunit alpha-1B,inhibitor,yes,Humans,CACNA1B,Q00975
DB06283,Ziconotide,BE0000356,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,inhibitor,no,Humans,CACNA1A,O00555
DB06285,Teriparatide,BE0003309,Parathyroid hormone,modulator,unknown,Humans,PTH,P01270
DB06285,Teriparatide,BE0003508,Parathyroid hormone/parathyroid hormone-related peptide receptor,ligand,unknown,Humans,PTH1R,Q03431
DB06287,Temsirolimus,BE0002386,Serine/threonine-protein kinase mTOR,inhibitor,yes,Humans,MTOR,P42345
DB06288,Amisulpride,BE0000650,5-hydroxytryptamine receptor 7,antagonist,yes,Humans,HTR7,P34969
DB06288,Amisulpride,BE0000451,5-hydroxytryptamine receptor 2A,antagonist,yes,Humans,HTR2A,P28223
DB06288,Amisulpride,BE0000756,D(2) dopamine receptor,antagonist,yes,Humans,DRD2,P14416
DB06288,Amisulpride,BE0000581,D(3) dopamine receptor,antagonist,yes,Humans,DRD3,P35462
DB06288,Amisulpride,BE0000770,Mu-type opioid receptor,agonist,no,Humans,OPRM1,P35372
DB06288,Amisulpride,BE0000420,Delta-type opioid receptor,agonist,no,Humans,OPRD1,P41143
DB06288,Amisulpride,BE0000632,Kappa-type opioid receptor,agonist,no,Humans,OPRK1,P41145
DB06290,Simeprevir,BE0004004,NS3 protease,inhibitor,yes,Hepatitis C Virus,,Q91RS4
DB06290,Simeprevir,BE0004701,Genome polyprotein,inhibitor,yes,Hepatitis C Virus,NS3/4A,B0B3C9
DB06290,Simeprevir,BE0003427,Genome polyprotein,modulator,unknown,HCV,,P26664
DB06292,Dapagliflozin,BE0004753,Sodium/glucose cotransporter 2,inhibitor,yes,Humans,SLC5A2,P31639
DB06293,Pegnivacogin,BE0000364,Coagulation factor IX,inhibitor,unknown,Humans,F9,P00740
DB06295,Pramiconazole,BE0000233,Lanosterol 14-alpha demethylase,modulator,unknown,Yeast,ERG11,P10613
DB06297,LX-2931,BE0000778,Sphingosine-1-phosphate lyase 1,inhibitor,unknown,Humans,SGPL1,O95470
DB06302,Glesatinib,BE0009412,Tyrosine-protein kinase receptor UFO,modulator,unknown,Humans,AXL,P30530
DB06306,Onalespib,BE0001120,Heat shock protein HSP 90-alpha,inhibitor,unknown,Humans,HSP90AA1,P07900
DB06307,Apoptone,BE0000246,Apoptosis regulator Bcl-2,,unknown,Humans,BCL2,P10415
DB06310,Motavizumab,BE0010205,Fusion glycoprotein F0,modulator,unknown,Human respiratory syncytial virus A (strain A2),F,P03420
DB06311,Darapladib,BE0003997,Phospholipase A2,modulator,unknown,Humans,PLA2G1B,P04054
DB06311,Darapladib,BE0000657,Cytosolic phospholipase A2,,unknown,Humans,PLA2G4A,P47712
DB06314,SGX-523,BE0000915,Hepatocyte growth factor receptor,inhibitor,unknown,Humans,MET,P08581
DB06315,ISF402,BE0003491,Insulin,,unknown,Humans,INS,P01308
DB06316,R343,BE0001316,Tyrosine-protein kinase SYK,,unknown,Humans,SYK,P43405
DB06317,Elotuzumab,BE0003492,SLAM family member 7,modulator,yes,Humans,SLAMF7,Q9NQ25
DB06318,AVE9633,BE0000674,Myeloid cell surface antigen CD33,,unknown,Humans,CD33,P20138
DB06319,XP21279,BE0002151,Aromatic-L-amino-acid decarboxylase,,unknown,Humans,DDC,P20711
DB06321,R-348,BE0003493,Tyrosine-protein kinase JAK3,,unknown,Humans,JAK3,P52333
DB06322,Carotuximab,BE0003494,Endoglin,,unknown,Humans,ENG,P17813
DB06324,XmAb 2513,BE0003479,Tumor necrosis factor receptor superfamily member 8,,unknown,Humans,TNFRSF8,P28908
DB06325,Pegpleranib,BE0003495,Platelet-derived growth factor subunit B,,unknown,Humans,PDGFB,P01127
DB06328,Methoxyamine,BE0004796,DNA,,unknown,,,
DB06329,RG-7795,BE0000155,Toll-like receptor 7,,unknown,Humans,TLR7,Q9NYK1
DB06331,4-O-Demethylpenclomedine,BE0004796,DNA,,unknown,,,
DB06333,Trodusquemine,BE0000623,Tyrosine-protein phosphatase non-receptor type 1,inhibitor,unknown,Humans,PTPN1,P18031
DB06333,Trodusquemine,BE0000647,Sodium-dependent dopamine transporter,,unknown,Humans,SLC6A3,Q01959
DB06333,Trodusquemine,BE0000486,Sodium-dependent noradrenaline transporter,,unknown,Humans,SLC6A2,P23975
DB06334,Tucidinostat,BE0002365,Histone deacetylase 1,modulator,unknown,Humans,HDAC1,Q13547
DB06335,Saxagliptin,BE0000854,Dipeptidyl peptidase 4,inhibitor,yes,Humans,DPP4,P27487
DB06342,Coltuximab ravtansine,BE0003496,B-lymphocyte antigen CD19,,unknown,Humans,CD19,P15391
DB06343,Teprotumumab,BE0000858,Insulin-like growth factor 1 receptor,"binder, antibody",yes,Humans,IGF1R,P08069
DB06345,AR-9281,BE0000950,Bifunctional epoxide hydrolase 2,inhibitor,yes,Humans,EPHX2,P34913
DB06346,Fiboflapon,BE0002382,Arachidonate 5-lipoxygenase-activating protein,inhibitor,unknown,Humans,ALOX5AP,P20292
DB06347,Cenisertib,BE0000991,Aurora kinase A,inhibitor,unknown,Humans,AURKA,O14965
DB06347,Cenisertib,BE0003404,Aurora kinase B,inhibitor,unknown,Humans,AURKB,Q96GD4
DB06349,KB3305,BE0000794,Glucocorticoid receptor,inhibitor,unknown,Humans,NR3C1,P04150
DB06350,Elinogrel,BE0000110,P2Y purinoceptor 12,antagonist,unknown,Humans,P2RY12,Q9H244
DB06354,Tezampanel,BE0000346,"Glutamate receptor ionotropic, kainate 1",modulator,yes,Humans,GRIK1,P39086
DB06354,Tezampanel,BE0000217,Gamma-aminobutyric acid type B receptor subunit 1,,unknown,Humans,GABBR1,Q9UBS5
DB06356,TRC093,BE0003498,Collagen alpha-4(IV) chain,,unknown,Humans,COL4A4,P53420
DB06358,Iclaprim,BE0000330,Dihydrofolate reductase,inhibitor,unknown,Humans,DHFR,P00374
DB06358,Iclaprim,BE0002010,Dihydrofolate reductase,modulator,unknown,Escherichia coli (strain K12),folA,P0ABQ4
DB06359,G4460,BE0003499,Transcriptional activator Myb,,unknown,Humans,MYB,P10242
DB06360,Lucatumumab,BE0001196,Tumor necrosis factor receptor superfamily member 5,,unknown,Humans,CD40,P25942
DB06362,Becatecarin,BE0000971,DNA topoisomerase 1,modulator,unknown,Humans,TOP1,P11387
DB06362,Becatecarin,BE0000742,DNA topoisomerase 2-alpha,,unknown,Humans,TOP2A,P11388
DB06362,Becatecarin,BE0002425,DNA topoisomerase 2-beta,,unknown,Humans,TOP2B,Q02880
DB06364,XR5944,BE0002425,DNA topoisomerase 2-beta,modulator,unknown,Humans,TOP2B,Q02880
DB06364,XR5944,BE0000742,DNA topoisomerase 2-alpha,modulator,unknown,Humans,TOP2A,P11388
DB06366,Pertuzumab,BE0000511,Receptor tyrosine-protein kinase erbB-2,inhibitor,yes,Humans,ERBB2,P04626
DB06367,Relacatib,BE0003417,Cathepsin K,inhibitor,yes,Humans,CTSK,P43235
DB06370,Indisulam,BE0002437,Carbonic anhydrase 9,modulator,unknown,Humans,CA9,Q16790
DB06371,Siplizumab,BE0000719,T-cell surface antigen CD2,,unknown,Humans,CD2,P06729
DB06372,Rilonacept,BE0001051,Interleukin-1 beta,binder,yes,Humans,IL1B,P01584
DB06372,Rilonacept,BE0004734,Interleukin-1 alpha,binder,unknown,Humans,IL1A,P01583
DB06372,Rilonacept,BE0004735,Interleukin-1 receptor antagonist protein,binder,unknown,Humans,IL1RN,P18510
DB06373,ASI402,BE0003501,Mucin-1,,unknown,Humans,MUC1,P15941
DB06374,Elacestrant,BE0000123,Estrogen receptor,antagonist,yes,Humans,ESR1,P03372
DB06376,CHGN111,BE0001824,Dual specificity protein kinase CLK1,,unknown,Humans,CLK1,P49759
DB06388,AOD9604,BE0000075,Growth hormone receptor,agonist,unknown,Humans,GHR,P10912
DB06391,T611,BE0003506,Transmembrane anterior posterior transformation protein 1 homolog,,unknown,Humans,TAPT1,Q6NXT6
DB06393,Xaliproden,BE0000291,5-hydroxytryptamine receptor 1A,agonist,yes,Humans,HTR1A,P08908
DB06395,Abafungin,BE0000233,Lanosterol 14-alpha demethylase,inhibitor,unknown,Yeast,ERG11,P10613
DB06397,Nicaraven,BE0001717,Poly [ADP-ribose] polymerase 1,modulator,unknown,Humans,PARP1,P09874
DB06401,Bazedoxifene,BE0000123,Estrogen receptor,"antagonist, agonist",yes,Humans,ESR1,P03372
DB06401,Bazedoxifene,BE0000792,Estrogen receptor beta,modulator,unknown,Humans,ESR2,Q92731
DB06402,Telavancin,BE0009912,Peptidoglycan precursors,inhibitor,yes,,,
DB06402,Telavancin,BE0008658,Corticotropin-releasing factor receptor 1,antagonist,unknown,Humans,CRHR1,P34998
DB06402,Telavancin,BE0003585,Neuronal acetylcholine receptor subunit alpha-3,agonist,unknown,Humans,CHRNA3,P32297
DB06402,Telavancin,BE0000738,Neuronal acetylcholine receptor subunit alpha-2,agonist,unknown,Humans,CHRNA2,Q15822
DB06403,Ambrisentan,BE0000521,Endothelin-1 receptor,antagonist,yes,Humans,EDNRA,P25101
DB06403,Ambrisentan,BE0000043,Endothelin receptor type B,antagonist,no,Humans,EDNRB,P24530
DB06404,Human C1-esterase inhibitor,BE0002093,Complement C1r subcomponent,inhibitor,yes,Humans,C1R,P00736
DB06404,Human C1-esterase inhibitor,BE0001529,Complement C1s subcomponent,inhibitor,yes,Humans,C1S,P09871
DB06404,Human C1-esterase inhibitor,BE0002440,Plasma kallikrein,inhibitor,yes,Humans,KLKB1,P03952
DB06404,Human C1-esterase inhibitor,BE0004672,Coagulation factor XII,inhibitor,yes,Humans,F12,P00748
DB06404,Human C1-esterase inhibitor,BE0001021,Coagulation factor XI,inhibitor,yes,Humans,F11,P03951
DB06404,Human C1-esterase inhibitor,BE0001088,Tissue-type plasminogen activator,inhibitor,yes,Humans,PLAT,P00750
DB06404,Human C1-esterase inhibitor,BE0000048,Prothrombin,inhibitor,unknown,Humans,F2,P00734
DB06406,Idraparinux,BE0000216,Coagulation factor X,inhibitor,unknown,Humans,F10,P00742
DB06408,Taribavirin,BE0000761,Inosine-5'-monophosphate dehydrogenase 1,inhibitor,unknown,Humans,IMPDH1,P20839
DB06408,Taribavirin,BE0004796,DNA,,unknown,,,
DB06408,Taribavirin,BE0000681,RNA-directed RNA polymerase L,,unknown,HPIV-2,L,P26676
DB06408,Taribavirin,BE0000457,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,,unknown,Humans,ENPP1,P22413
DB06408,Taribavirin,BE0000282,RNA-directed RNA polymerase catalytic subunit,,unknown,Influenza A virus (strain A/Beijing/11/1956 H1N1),PB1,P16502
DB06408,Taribavirin,BE0000261,Cytosolic purine 5'-nucleotidase,,unknown,Humans,NT5C2,P49902
DB06409,Morphine glucuronide,BE0000770,Mu-type opioid receptor,agonist,unknown,Humans,OPRM1,P35372
DB06409,Morphine glucuronide,BE0000420,Delta-type opioid receptor,,unknown,Humans,OPRD1,P41143
DB06409,Morphine glucuronide,BE0000632,Kappa-type opioid receptor,,unknown,Humans,OPRK1,P41145
DB06410,Doxercalciferol,BE0000779,Vitamin D3 receptor,suppressor,unknown,Humans,VDR,P11473
DB06412,Oxymetholone,BE0000132,Androgen receptor,"agonist, activator",yes,Humans,AR,P10275
DB06413,Armodafinil,BE0000647,Sodium-dependent dopamine transporter,antagonist,yes,Humans,SLC6A3,Q01959
DB06413,Armodafinil,BE0000715,Alpha-1D adrenergic receptor,agonist,unknown,Humans,ADRA1D,P25100
DB06414,Etravirine,BE0002050,Gag-Pol polyprotein,modulator,yes,HIV-1,gag-pol,P03366
DB06414,Etravirine,BE0001594,Gag-Pol polyprotein,modulator,unknown,HIV-1,gag-pol,P04585
DB06414,Etravirine,BE0004136,Reverse transcriptase/RNaseH,inhibitor,unknown,Human immunodeficiency virus 1,pol,Q72547
DB06419,Cethromycin,BE0004800,23S ribosomal RNA,antagonist,yes,,,
DB06420,Annamycin,BE0000742,DNA topoisomerase 2-alpha,other/unknown,unknown,Humans,TOP2A,P11388
DB06420,Annamycin,BE0004796,DNA,,unknown,,,
DB06421,Declopramide,BE0000092,Muscarinic acetylcholine receptor M1,modulator,unknown,Humans,CHRM1,P11229
DB06421,Declopramide,BE0000756,D(2) dopamine receptor,modulator,unknown,Humans,DRD2,P14416
DB06421,Declopramide,BE0004796,DNA,,unknown,,,
DB06421,Declopramide,BE0000742,DNA topoisomerase 2-alpha,,unknown,Humans,TOP2A,P11388
DB06421,Declopramide,BE0002425,DNA topoisomerase 2-beta,,unknown,Humans,TOP2B,Q02880
DB06422,Ticalopride,BE0000084,5-hydroxytryptamine receptor 4,,unknown,Humans,HTR4,Q13639
DB06422,Ticalopride,BE0000311,5-hydroxytryptamine receptor 3A,,unknown,Humans,HTR3A,P46098
DB06423,Endostatin,BE0000642,72 kDa type IV collagenase,,unknown,Humans,MMP2,P08253
DB06423,Endostatin,BE0000345,Prolactin receptor,modulator,unknown,Humans,PRLR,P16471
DB06423,Endostatin,BE0000058,Matrix metalloproteinase-9,,unknown,Humans,MMP9,P14780
DB06423,Endostatin,BE0000966,Collagenase 3,,unknown,Humans,MMP13,P45452
DB06423,Endostatin,BE0003090,Focal adhesion kinase 1,,unknown,Humans,PTK2,Q05397
DB06423,Endostatin,BE0001074,E-selectin,,unknown,Humans,SELE,P16581
DB06429,Talnetant,BE0002371,Neuromedin-K receptor,antagonist,yes,Humans,TACR3,P29371
DB06433,Tezacitabine,BE0002450,Ribonucleoside-diphosphate reductase subunit M2,modulator,unknown,Humans,RRM2,P31350
DB06433,Tezacitabine,BE0000325,Ribonucleoside-diphosphate reductase large subunit,,unknown,Humans,RRM1,P23921
DB06435,Tarazepide,BE0000402,Cholecystokinin receptor type A,antagonist,unknown,Humans,CCKAR,P32238
DB06436,Semaxanib,BE0003721,Aryl hydrocarbon receptor,modulator,yes,Humans,AHR,P35869
DB06436,Semaxanib,BE0000205,Platelet-derived growth factor receptor beta,inhibitor,yes,Humans,PDGFRB,P09619
DB06436,Semaxanib,BE0000029,Vascular endothelial growth factor receptor 1,inhibitor,yes,Humans,FLT1,P17948
DB06436,Semaxanib,BE0002411,Proto-oncogene tyrosine-protein kinase receptor Ret,inhibitor,yes,Humans,RET,P07949
DB06436,Semaxanib,BE0003440,Thrombopoietin receptor,modulator,yes,Humans,MPL,P40238
DB06436,Semaxanib,BE0002131,Fibroblast growth factor receptor 1,inhibitor,yes,Humans,FGFR1,P11362
DB06436,Semaxanib,BE0000852,Platelet-derived growth factor receptor alpha,inhibitor,yes,Humans,PDGFRA,P16234
DB06436,Semaxanib,BE0000453,Mast/stem cell growth factor receptor Kit,inhibitor,yes,Humans,KIT,P10721
DB06436,Semaxanib,BE0000369,Vascular endothelial growth factor receptor 2,inhibitor,yes,Humans,KDR,P35968
DB06437,Tifacogin,BE0000967,Tissue factor pathway inhibitor,inhibitor,unknown,Humans,TFPI,P10646
DB06439,Tyloxapol,BE0000239,Lipoprotein lipase,inhibitor,yes,Humans,LPL,P06858
DB06439,Tyloxapol,BE0010782,Proto-oncogene c-Rel,inhibitor,unknown,Humans,REL,Q04864
DB06439,Tyloxapol,BE0013795,Transcription factor RelB,inhibitor,unknown,Humans,RELB,Q01201
DB06439,Tyloxapol,BE0005551,Transcription factor p65,inhibitor,unknown,Humans,RELA,Q04206
DB06439,Tyloxapol,BE0002387,Nuclear factor NF-kappa-B p100 subunit,inhibitor,unknown,Humans,NFKB2,Q00653
DB06439,Tyloxapol,BE0001086,Nuclear factor NF-kappa-B p105 subunit,inhibitor,unknown,Humans,NFKB1,P19838
DB06441,Cangrelor,BE0000110,P2Y purinoceptor 12,inhibitor,yes,Humans,P2RY12,Q9H244
DB06442,Avasimibe,BE0002705,Liver carboxylesterase 1,inhibitor,yes,Humans,CES1,P23141
DB06444,Dexanabinol,BE0000704,Tumor necrosis factor,,unknown,Humans,TNF,P01375
DB06446,Dotarizine,BE0000451,5-hydroxytryptamine receptor 2A,,unknown,Humans,HTR2A,P28223
DB06446,Dotarizine,BE0000291,5-hydroxytryptamine receptor 1A,,unknown,Humans,HTR1A,P08908
DB06446,Dotarizine,BE0000356,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,,unknown,Humans,CACNA1A,O00555
DB06446,Dotarizine,BE0000533,5-hydroxytryptamine receptor 2C,,unknown,Humans,HTR2C,P28335
DB06447,E5531,BE0002442,Toll-like receptor 4,,unknown,Humans,TLR4,O00206
DB06448,Lonafarnib,BE0002373,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,inhibitor,yes,Humans,FNTA,P49354
DB06448,Lonafarnib,BE0002372,Protein farnesyltransferase subunit beta,inhibitor,yes,Humans,FNTB,P49356
DB06451,Aprinocarsen,BE0001132,Protein kinase C alpha type,,unknown,Humans,PRKCA,P17252
DB06454,Sarizotan,BE0000291,5-hydroxytryptamine receptor 1A,modulator,yes,Humans,HTR1A,P08908
DB06454,Sarizotan,BE0000756,D(2) dopamine receptor,partial agonist,unknown,Humans,DRD2,P14416
DB06454,Sarizotan,BE0000581,D(3) dopamine receptor,ligand,unknown,Humans,DRD3,P35462
DB06455,Meclinertant,BE0013004,Neurotensin receptor type 1,antagonist,unknown,Humans,NTSR1,P30989
DB06457,Tecastemizole,BE0000442,Histamine H1 receptor,modulator,unknown,Humans,HRH1,P35367
DB06457,Tecastemizole,BE0000090,Voltage-gated inwardly rectifying potassium channel KCNH2,,unknown,Humans,KCNH2,Q12809
DB06460,Enrasentan,BE0000521,Endothelin-1 receptor,modulator,yes,Humans,EDNRA,P25101
DB06460,Enrasentan,BE0000043,Endothelin receptor type B,modulator,yes,Humans,EDNRB,P24530
DB06461,Squalamine,BE0010246,Platelet-derived growth factor subunit A,inhibitor,unknown,Humans,PDGFA,P04085
DB06461,Squalamine,BE0001015,Fibroblast growth factor 2,modulator,unknown,Humans,FGF2,P09038
DB06461,Squalamine,BE0010102,Vascular endothelial growth factor D,modulator,unknown,Humans,VEGFD,O43915
DB06461,Squalamine,BE0010101,Vascular endothelial growth factor C,modulator,unknown,Humans,VEGFC,P49767
DB06461,Squalamine,BE0004736,Vascular endothelial growth factor B,modulator,unknown,Humans,VEGFB,P49765
DB06461,Squalamine,BE0000163,"Vascular endothelial growth factor A, long form",modulator,unknown,Humans,VEGFA,P15692
DB06468,Cariporide,BE0009757,Sodium/hydrogen exchanger 3,inhibitor,unknown,Humans,SLC9A3,P48764
DB06468,Cariporide,BE0000752,Sodium/hydrogen exchanger 1,inhibitor,unknown,Humans,SLC9A1,P19634
DB06469,Lestaurtinib,BE0000147,Receptor-type tyrosine-protein kinase FLT3,modulator,unknown,Humans,FLT3,P36888
DB06470,Clomethiazole,BE0003594,Gamma-aminobutyric acid receptor subunit gamma-3,modulator,unknown,Humans,GABRG3,Q99928
DB06470,Clomethiazole,BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,,unknown,Humans,GABRA1,P14867
DB06471,Naxifylline,BE0000013,Adenosine receptor A1,antagonist,unknown,Humans,ADORA1,P30542
DB06472,Fradafiban,BE0001155,Integrin beta-3,modulator,unknown,Humans,ITGB3,P05106
DB06472,Fradafiban,BE0000439,Integrin alpha-IIb,modulator,unknown,Humans,ITGA2B,P08514
DB06474,Sibrotuzumab,BE0003507,Prolyl endopeptidase FAP,,unknown,Humans,FAP,Q12884
DB06475,Ruplizumab,BE0001006,CD40 ligand,,unknown,Humans,CD40LG,P29965
DB06477,Sumanirole,BE0000756,D(2) dopamine receptor,agonist,unknown,Humans,DRD2,P14416
DB06477,Sumanirole,BE0000581,D(3) dopamine receptor,,unknown,Humans,DRD3,P35462
DB06477,Sumanirole,BE0000389,D(4) dopamine receptor,,unknown,Humans,DRD4,P21917
