drugbank_id,drug_name,transporter_id,transporter_name,actions,organism,gene_name,uniprot_id
DB13943,Testosterone cypionate,BE0003650,Solute carrier family 22 member 3,substrate,Humans,SLC22A3,O75751
DB13943,Testosterone cypionate,BE0000757,Solute carrier family 22 member 4,substrate,Humans,SLC22A4,Q9H015
DB13943,Testosterone cypionate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB13944,Testosterone enanthate,BE0003642,Solute carrier organic anion transporter family member 1A2,"inhibitor, inducer",Humans,SLCO1A2,P46721
DB13944,Testosterone enanthate,BE0003645,Organic anion transporter 3,inducer,Humans,SLC22A8,Q8TCC7
DB13944,Testosterone enanthate,BE0003646,Solute carrier family 22 member 7,inducer,Humans,SLC22A7,Q9Y694
DB13944,Testosterone enanthate,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB13944,Testosterone enanthate,BE0003644,Hepatic sodium/bile acid cotransporter,inhibitor,Humans,SLC10A1,Q14973
DB13944,Testosterone enanthate,BE0003650,Solute carrier family 22 member 3,substrate,Humans,SLC22A3,O75751
DB13944,Testosterone enanthate,BE0000757,Solute carrier family 22 member 4,substrate,Humans,SLC22A4,Q9H015
DB13944,Testosterone enanthate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB13946,Testosterone undecanoate,BE0003642,Solute carrier organic anion transporter family member 1A2,"inhibitor, inducer",Humans,SLCO1A2,P46721
DB13946,Testosterone undecanoate,BE0003645,Organic anion transporter 3,inducer,Humans,SLC22A8,Q8TCC7
DB13946,Testosterone undecanoate,BE0003646,Solute carrier family 22 member 7,inducer,Humans,SLC22A7,Q9Y694
DB13946,Testosterone undecanoate,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB13946,Testosterone undecanoate,BE0003644,Hepatic sodium/bile acid cotransporter,inhibitor,Humans,SLC10A1,Q14973
DB13946,Testosterone undecanoate,BE0000757,Solute carrier family 22 member 4,substrate,Humans,SLC22A4,Q9H015
DB13946,Testosterone undecanoate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,substrate,Humans,ABCG2,Q9UNQ0
DB13946,Testosterone undecanoate,BE0003647,Solute carrier family 22 member 2,inducer,Humans,SLC22A2,O15244
DB13946,Testosterone undecanoate,BE0003657,Multidrug and toxin extrusion protein 1,inducer,Humans,SLC47A1,Q96FL8
DB13946,Testosterone undecanoate,BE0003659,Solute carrier organic anion transporter family member 1B3,substrate,Humans,SLCO1B3,Q9NPD5
DB13951,Stanolone acetate,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB13952,Estradiol acetate,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB13952,Estradiol acetate,BE0003648,Solute carrier family 22 member 1,inhibitor,Humans,SLC22A1,O15245
DB13952,Estradiol acetate,BE0003650,Solute carrier family 22 member 3,inhibitor,Humans,SLC22A3,O75751
DB13952,Estradiol acetate,BE0001042,Solute carrier organic anion transporter family member 2B1,inhibitor,Humans,SLCO2B1,O94956
DB13952,Estradiol acetate,BE0003642,Solute carrier organic anion transporter family member 1A2,inhibitor,Humans,SLCO1A2,P46721
DB13952,Estradiol acetate,BE0003651,ATP-binding cassette sub-family C member 10,inhibitor,Humans,ABCC10,Q5T3U5
DB13952,Estradiol acetate,BE0000879,Solute carrier family 22 member 11,inhibitor,Humans,SLC22A11,Q9NSA0
DB13952,Estradiol acetate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB13952,Estradiol acetate,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB13952,Estradiol acetate,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB13952,Estradiol acetate,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB13952,Estradiol acetate,BE0003659,Solute carrier organic anion transporter family member 1B3,,Humans,SLCO1B3,Q9NPD5
DB13952,Estradiol acetate,BE0003660,Solute carrier organic anion transporter family member 1C1,,Humans,SLCO1C1,Q9NYB5
DB13952,Estradiol acetate,BE0003656,Solute carrier organic anion transporter family member 4A1,,Humans,SLCO4A1,Q96BD0
DB13953,Estradiol benzoate,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB13953,Estradiol benzoate,BE0003648,Solute carrier family 22 member 1,inhibitor,Humans,SLC22A1,O15245
DB13953,Estradiol benzoate,BE0003650,Solute carrier family 22 member 3,inhibitor,Humans,SLC22A3,O75751
DB13953,Estradiol benzoate,BE0001042,Solute carrier organic anion transporter family member 2B1,inhibitor,Humans,SLCO2B1,O94956
DB13953,Estradiol benzoate,BE0003642,Solute carrier organic anion transporter family member 1A2,inhibitor,Humans,SLCO1A2,P46721
DB13953,Estradiol benzoate,BE0003651,ATP-binding cassette sub-family C member 10,inhibitor,Humans,ABCC10,Q5T3U5
DB13953,Estradiol benzoate,BE0000879,Solute carrier family 22 member 11,inhibitor,Humans,SLC22A11,Q9NSA0
DB13953,Estradiol benzoate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB13953,Estradiol benzoate,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB13953,Estradiol benzoate,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB13953,Estradiol benzoate,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB13953,Estradiol benzoate,BE0003659,Solute carrier organic anion transporter family member 1B3,,Humans,SLCO1B3,Q9NPD5
DB13953,Estradiol benzoate,BE0003660,Solute carrier organic anion transporter family member 1C1,,Humans,SLCO1C1,Q9NYB5
DB13953,Estradiol benzoate,BE0003656,Solute carrier organic anion transporter family member 4A1,,Humans,SLCO4A1,Q96BD0
DB13954,Estradiol cypionate,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB13954,Estradiol cypionate,BE0003648,Solute carrier family 22 member 1,inhibitor,Humans,SLC22A1,O15245
DB13954,Estradiol cypionate,BE0003650,Solute carrier family 22 member 3,inhibitor,Humans,SLC22A3,O75751
DB13954,Estradiol cypionate,BE0001042,Solute carrier organic anion transporter family member 2B1,inhibitor,Humans,SLCO2B1,O94956
DB13954,Estradiol cypionate,BE0003642,Solute carrier organic anion transporter family member 1A2,inhibitor,Humans,SLCO1A2,P46721
DB13954,Estradiol cypionate,BE0003651,ATP-binding cassette sub-family C member 10,inhibitor,Humans,ABCC10,Q5T3U5
DB13954,Estradiol cypionate,BE0000879,Solute carrier family 22 member 11,inhibitor,Humans,SLC22A11,Q9NSA0
DB13954,Estradiol cypionate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB13954,Estradiol cypionate,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB13954,Estradiol cypionate,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB13954,Estradiol cypionate,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB13954,Estradiol cypionate,BE0003659,Solute carrier organic anion transporter family member 1B3,,Humans,SLCO1B3,Q9NPD5
DB13954,Estradiol cypionate,BE0003660,Solute carrier organic anion transporter family member 1C1,,Humans,SLCO1C1,Q9NYB5
DB13954,Estradiol cypionate,BE0003656,Solute carrier organic anion transporter family member 4A1,,Humans,SLCO4A1,Q96BD0
DB13955,Estradiol dienanthate,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB13955,Estradiol dienanthate,BE0003648,Solute carrier family 22 member 1,inhibitor,Humans,SLC22A1,O15245
DB13955,Estradiol dienanthate,BE0003650,Solute carrier family 22 member 3,inhibitor,Humans,SLC22A3,O75751
DB13955,Estradiol dienanthate,BE0001042,Solute carrier organic anion transporter family member 2B1,inhibitor,Humans,SLCO2B1,O94956
DB13955,Estradiol dienanthate,BE0003642,Solute carrier organic anion transporter family member 1A2,inhibitor,Humans,SLCO1A2,P46721
DB13955,Estradiol dienanthate,BE0003651,ATP-binding cassette sub-family C member 10,inhibitor,Humans,ABCC10,Q5T3U5
DB13955,Estradiol dienanthate,BE0000879,Solute carrier family 22 member 11,inhibitor,Humans,SLC22A11,Q9NSA0
DB13955,Estradiol dienanthate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB13955,Estradiol dienanthate,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB13955,Estradiol dienanthate,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB13955,Estradiol dienanthate,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB13955,Estradiol dienanthate,BE0003659,Solute carrier organic anion transporter family member 1B3,,Humans,SLCO1B3,Q9NPD5
DB13955,Estradiol dienanthate,BE0003660,Solute carrier organic anion transporter family member 1C1,,Humans,SLCO1C1,Q9NYB5
DB13955,Estradiol dienanthate,BE0003656,Solute carrier organic anion transporter family member 4A1,,Humans,SLCO4A1,Q96BD0
DB13956,Estradiol valerate,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB13956,Estradiol valerate,BE0003648,Solute carrier family 22 member 1,inhibitor,Humans,SLC22A1,O15245
DB13956,Estradiol valerate,BE0003650,Solute carrier family 22 member 3,inhibitor,Humans,SLC22A3,O75751
DB13956,Estradiol valerate,BE0001042,Solute carrier organic anion transporter family member 2B1,inhibitor,Humans,SLCO2B1,O94956
DB13956,Estradiol valerate,BE0003642,Solute carrier organic anion transporter family member 1A2,inhibitor,Humans,SLCO1A2,P46721
DB13956,Estradiol valerate,BE0003651,ATP-binding cassette sub-family C member 10,inhibitor,Humans,ABCC10,Q5T3U5
DB13956,Estradiol valerate,BE0000879,Solute carrier family 22 member 11,inhibitor,Humans,SLC22A11,Q9NSA0
DB13956,Estradiol valerate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB13956,Estradiol valerate,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB13956,Estradiol valerate,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB13956,Estradiol valerate,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB13956,Estradiol valerate,BE0003659,Solute carrier organic anion transporter family member 1B3,,Humans,SLCO1B3,Q9NPD5
DB13956,Estradiol valerate,BE0003660,Solute carrier organic anion transporter family member 1C1,,Humans,SLCO1C1,Q9NYB5
DB13956,Estradiol valerate,BE0003656,Solute carrier organic anion transporter family member 4A1,,Humans,SLCO4A1,Q96BD0
DB13997,Baloxavir marboxil,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB13997,Baloxavir marboxil,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB14003,alpha-Tocopherol acetate,BE0000643,Alpha-tocopherol transfer protein,substrate,Humans,TTPA,P49638
DB14003,alpha-Tocopherol acetate,BE0000076,SEC14-like protein 4,substrate,Humans,SEC14L4,Q9UDX3
DB14003,alpha-Tocopherol acetate,BE0000256,SEC14-like protein 2,substrate,Humans,SEC14L2,O76054
DB14003,alpha-Tocopherol acetate,BE0000339,SEC14-like protein 3,substrate,Humans,SEC14L3,Q9UDX4
DB14003,alpha-Tocopherol acetate,BE0005852,Apolipoprotein B receptor,substrate,Humans,APOBR,Q0VD83
DB14003,alpha-Tocopherol acetate,BE0000189,Scavenger receptor class B member 1,substrate,Humans,SCARB1,Q8WTV0
DB14003,alpha-Tocopherol acetate,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB14006,Choline salicylate,BE0003647,Solute carrier family 22 member 2,"substrate, inhibitor",Humans,SLC22A2,O15244
DB14006,Choline salicylate,BE0003648,Solute carrier family 22 member 1,"substrate, inhibitor",Humans,SLC22A1,O15245
DB14006,Choline salicylate,BE0003650,Solute carrier family 22 member 3,inhibitor,Humans,SLC22A3,O75751
DB14006,Choline salicylate,BE0000106,Organic cation/carnitine transporter 2,inhibitor,Humans,SLC22A5,O76082
DB14006,Choline salicylate,BE0000757,Solute carrier family 22 member 4,inhibitor,Humans,SLC22A4,Q9H015
DB14006,Choline salicylate,BE0001059,Choline transporter-like protein 1,substrate,Humans,SLC44A1,Q8WWI5
DB14006,Choline salicylate,BE0002182,Choline transporter-like protein 4,substrate,Humans,SLC44A4,Q53GD3
DB14006,Choline salicylate,BE0002184,Choline transporter-like protein 3,substrate,Humans,SLC44A3,Q8N4M1
DB14006,Choline salicylate,BE0000696,High affinity choline transporter 1,substrate,Humans,SLC5A7,Q9GZV3
DB14009,Medical Cannabis,BE0000785,Multidrug resistance-associated protein 1,inhibitor,Humans,ABCC1,P33527
DB14009,Medical Cannabis,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB14009,Medical Cannabis,BE0001204,Equilibrative nucleoside transporter 1,inhibitor,Humans,SLC29A1,Q99808
DB14009,Medical Cannabis,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB14011,Nabiximols,BE0000785,Multidrug resistance-associated protein 1,inhibitor,Humans,ABCC1,P33527
DB14011,Nabiximols,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,inhibitor,Humans,ABCG2,Q9UNQ0
DB14011,Nabiximols,BE0001204,Equilibrative nucleoside transporter 1,inhibitor,Humans,SLC29A1,Q99808
DB14057,Valinomycin,BE0000703,Bile salt export pump,inhibitor,Humans,ABCB11,O95342
DB14057,Valinomycin,BE0001032,ATP-dependent translocase ABCB1,"substrate, inhibitor",Humans,ABCB1,P08183
DB14061,Hycanthone,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB14062,Concanamycin A,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB14063,Dexverapamil,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB14064,Emopamil,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB14065,Lomerizine,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB14066,Tetrandrine,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB14067,Dofequidar,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB14069,ONT-093,BE0001032,ATP-dependent translocase ABCB1,inhibitor,Humans,ABCB1,P08183
DB14126,Tenofovir,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB14126,Tenofovir,BE0001066,Solute carrier family 22 member 6,substrate,Humans,SLC22A6,Q4U2R8
DB14126,Tenofovir,BE0003645,Organic anion transporter 3,substrate,Humans,SLC22A8,Q8TCC7
DB14126,Tenofovir,BE0001188,ATP-binding cassette sub-family C member 4,substrate,Humans,ABCC4,O15439
DB14146,Oxycodegol,BE0001032,ATP-dependent translocase ABCB1,,Humans,ABCB1,P08183
DB14481,Calcium phosphate dihydrate,BE0005055,Sodium-dependent phosphate transporter 1,,Humans,SLC20A1,Q8WUM9
DB14481,Calcium phosphate dihydrate,BE0008680,Sodium-dependent phosphate transporter 2,,Humans,SLC20A2,Q08357
DB14481,Calcium phosphate dihydrate,BE0008681,Sodium-dependent phosphate transport protein 2A,,Humans,SLC34A1,Q06495
DB14481,Calcium phosphate dihydrate,BE0008682,Sodium-dependent phosphate transport protein 2B,,Humans,SLC34A2,O95436
DB14481,Calcium phosphate dihydrate,BE0008683,Sodium-dependent phosphate transport protein 2C,,Humans,SLC34A3,Q8N130
DB14481,Calcium phosphate dihydrate,BE0005102,Transient receptor potential cation channel subfamily V member 6,,Humans,TRPV6,Q9H1D0
DB14481,Calcium phosphate dihydrate,BE0000986,Sodium/calcium exchanger 1,,Humans,SLC8A1,P32418
DB14481,Calcium phosphate dihydrate,BE0005112,Transient receptor potential cation channel subfamily V member 5,,Humans,TRPV5,Q9NQA5
DB14481,Calcium phosphate dihydrate,BE0000739,Ryanodine receptor 1,,Humans,RYR1,P21817
DB14481,Calcium phosphate dihydrate,BE0005295,Ryanodine receptor 2,,Humans,RYR2,Q92736
DB14481,Calcium phosphate dihydrate,BE0008712,Polycystin-2-like protein 1,,Humans,PKD2L1,Q9P0L9
DB14481,Calcium phosphate dihydrate,BE0005296,Ryanodine receptor 3,,Humans,RYR3,Q15413
DB14481,Calcium phosphate dihydrate,BE0008713,Polycystin-1-like protein 3,,Humans,PKD1L3,Q7Z443
DB14481,Calcium phosphate dihydrate,BE0008714,Cation channel sperm-associated protein 1,,Humans,CATSPER1,Q8NEC5
DB14481,Calcium phosphate dihydrate,BE0008715,Voltage-dependent L-type calcium channel,,Humans,CACNA1C,Q13936
DB14481,Calcium phosphate dihydrate,BE0008717,Voltage-dependent P/Q-type calcium channel,,Humans,CACNA1A,O00555
DB14481,Calcium phosphate dihydrate,BE0008716,Voltage-dependent T-type calcium channel,,Humans,CACNA1G,O43497
DB14481,Calcium phosphate dihydrate,BE0008718,Voltage-dependent R-type calcium channel,,Humans,CACNA1E,Q15878
DB14500,Potassium,BE0000732,Sodium/potassium-transporting ATPase subunit alpha-1,substrate,Humans,ATP1A1,P05023
DB14500,Potassium,BE0000502,Solute carrier family 12 member 1,ligand,Humans,SLC12A1,Q13621
DB14502,"Sodium phosphate, dibasic",BE0005055,Sodium-dependent phosphate transporter 1,,Humans,SLC20A1,Q8WUM9
DB14502,"Sodium phosphate, dibasic",BE0008680,Sodium-dependent phosphate transporter 2,,Humans,SLC20A2,Q08357
DB14502,"Sodium phosphate, dibasic",BE0008681,Sodium-dependent phosphate transport protein 2A,,Humans,SLC34A1,Q06495
DB14502,"Sodium phosphate, dibasic",BE0008682,Sodium-dependent phosphate transport protein 2B,,Humans,SLC34A2,O95436
DB14502,"Sodium phosphate, dibasic",BE0008683,Sodium-dependent phosphate transport protein 2C,,Humans,SLC34A3,Q8N130
DB14503,"Sodium phosphate, monobasic, unspecified form",BE0005055,Sodium-dependent phosphate transporter 1,,Humans,SLC20A1,Q8WUM9
DB14503,"Sodium phosphate, monobasic, unspecified form",BE0008680,Sodium-dependent phosphate transporter 2,,Humans,SLC20A2,Q08357
DB14503,"Sodium phosphate, monobasic, unspecified form",BE0008681,Sodium-dependent phosphate transport protein 2A,,Humans,SLC34A1,Q06495
DB14503,"Sodium phosphate, monobasic, unspecified form",BE0008682,Sodium-dependent phosphate transport protein 2B,,Humans,SLC34A2,O95436
DB14503,"Sodium phosphate, monobasic, unspecified form",BE0008683,Sodium-dependent phosphate transport protein 2C,,Humans,SLC34A3,Q8N130
DB14509,Lithium carbonate,BE0000190,Epithelial sodium channel subunit alpha,,Humans,SCNN1A,P37088
DB14509,Lithium carbonate,BE0000024,Epithelial sodium channel subunit beta,,Humans,SCNN1B,P51168
DB14509,Lithium carbonate,BE0000497,Epithelial sodium channel subunit gamma,,Humans,SCNN1G,P51170
DB14513,Magnesium,BE0009861,Claudin-16,,Humans,CLDN16,Q9Y5I7
DB14513,Magnesium,BE0005126,Transient receptor potential cation channel subfamily M member 6,,Humans,TRPM6,Q9BX84
DB14513,Magnesium,BE0004624,Transient receptor potential cation channel subfamily M member 7,,Humans,TRPM7,Q96QT4
DB14513,Magnesium,BE0009863,Solute carrier family 41 member 1,,Humans,SLC41A1,Q8IVJ1
DB14513,Magnesium,BE0008673,Solute carrier family 41 member 3,,Humans,SLC41A3,Q96GZ6
DB14513,Magnesium,BE0009864,"Magnesium transporter MRS2 homolog, mitochondrial",,Humans,MRS2,Q9HD23
DB14520,Tetraferric tricitrate decahydrate,BE0008685,Natural resistance-associated macrophage protein 2,substrate,Humans,SLC11A2,P49281
DB14520,Tetraferric tricitrate decahydrate,BE0009856,Ferroportin,substrate,Humans,SLC40A1,Q9NP59
DB14533,Zinc chloride,BE0009891,Proton-coupled zinc antiporter SLC30A1,substrate,Humans,SLC30A1,Q9Y6M5
DB14533,Zinc chloride,BE0009892,Proton-coupled zinc antiporter SLC30A2,substrate,Humans,SLC30A2,Q9BRI3
DB14533,Zinc chloride,BE0009895,Probable proton-coupled zinc antiporter SLC30A3,substrate,Humans,SLC30A3,Q99726
DB14533,Zinc chloride,BE0009886,Probable proton-coupled zinc antiporter SLC30A4,substrate,Humans,SLC30A4,O14863
DB14533,Zinc chloride,BE0009907,Zinc transporter 6,substrate,Humans,SLC30A6,Q6NXT4
DB14533,Zinc chloride,BE0009898,Proton-coupled zinc antiporter SLC30A5,substrate,Humans,SLC30A5,Q8TAD4
DB14533,Zinc chloride,BE0009885,Zinc transporter 7,substrate,Humans,SLC30A7,Q8NEW0
DB14533,Zinc chloride,BE0009896,Proton-coupled zinc antiporter SLC30A8,substrate,Humans,SLC30A8,Q8IWU4
DB14533,Zinc chloride,BE0009890,"Proton-coupled zinc antiporter SLC30A9, mitochondrial",substrate,Humans,SLC30A9,Q6PML9
DB14533,Zinc chloride,BE0009899,Calcium/manganese antiporter SLC30A10,substrate,Humans,SLC30A10,Q6XR72
DB14533,Zinc chloride,BE0009902,Zinc transporter ZIP1,substrate,Humans,SLC39A1,Q9NY26
DB14533,Zinc chloride,BE0009889,Zinc transporter ZIP2,substrate,Humans,SLC39A2,Q9NP94
DB14533,Zinc chloride,BE0009904,Zinc transporter ZIP3,substrate,Humans,SLC39A3,Q9BRY0
DB14533,Zinc chloride,BE0009894,Zinc transporter ZIP4,substrate,Humans,SLC39A4,Q6P5W5
DB14533,Zinc chloride,BE0009888,Zinc transporter ZIP5,substrate,Humans,SLC39A5,Q6ZMH5
DB14533,Zinc chloride,BE0009887,Zinc transporter ZIP6,substrate,Humans,SLC39A6,Q13433
DB14533,Zinc chloride,BE0009893,Zinc transporter SLC39A7,substrate,Humans,SLC39A7,Q92504
DB14533,Zinc chloride,BE0009901,Metal cation symporter ZIP8,substrate,Humans,SLC39A8,Q9C0K1
DB14533,Zinc chloride,BE0009905,Zinc transporter ZIP9,substrate,Humans,SLC39A9,Q9NUM3
DB14533,Zinc chloride,BE0009884,Zinc transporter ZIP10,substrate,Humans,SLC39A10,Q9ULF5
DB14533,Zinc chloride,BE0009906,Zinc transporter ZIP11,substrate,Humans,SLC39A11,Q8N1S5
DB14533,Zinc chloride,BE0009897,Zinc transporter ZIP12,substrate,Humans,SLC39A12,Q504Y0
DB14533,Zinc chloride,BE0009900,Zinc transporter ZIP13,substrate,Humans,SLC39A13,Q96H72
DB14533,Zinc chloride,BE0009903,Metal cation symporter ZIP14,substrate,Humans,SLC39A14,Q15043
DB14538,Hydrocortisone aceponate,BE0001032,ATP-dependent translocase ABCB1,,Humans,ABCB1,P08183
DB14538,Hydrocortisone aceponate,BE0003642,Solute carrier organic anion transporter family member 1A2,,Humans,SLCO1A2,P46721
DB14538,Hydrocortisone aceponate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,,Humans,ABCG2,Q9UNQ0
DB14538,Hydrocortisone aceponate,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB14539,Hydrocortisone acetate,BE0001032,ATP-dependent translocase ABCB1,,Humans,ABCB1,P08183
DB14539,Hydrocortisone acetate,BE0003642,Solute carrier organic anion transporter family member 1A2,,Humans,SLCO1A2,P46721
DB14539,Hydrocortisone acetate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,,Humans,ABCG2,Q9UNQ0
DB14539,Hydrocortisone acetate,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB14540,Hydrocortisone butyrate,BE0001032,ATP-dependent translocase ABCB1,,Humans,ABCB1,P08183
DB14540,Hydrocortisone butyrate,BE0003642,Solute carrier organic anion transporter family member 1A2,,Humans,SLCO1A2,P46721
DB14540,Hydrocortisone butyrate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,,Humans,ABCG2,Q9UNQ0
DB14540,Hydrocortisone butyrate,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB14541,Hydrocortisone cypionate,BE0001032,ATP-dependent translocase ABCB1,,Humans,ABCB1,P08183
DB14541,Hydrocortisone cypionate,BE0003642,Solute carrier organic anion transporter family member 1A2,,Humans,SLCO1A2,P46721
DB14541,Hydrocortisone cypionate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,,Humans,ABCG2,Q9UNQ0
DB14541,Hydrocortisone cypionate,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB14542,Hydrocortisone phosphate,BE0001032,ATP-dependent translocase ABCB1,,Humans,ABCB1,P08183
DB14542,Hydrocortisone phosphate,BE0003642,Solute carrier organic anion transporter family member 1A2,,Humans,SLCO1A2,P46721
DB14542,Hydrocortisone phosphate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,,Humans,ABCG2,Q9UNQ0
DB14542,Hydrocortisone phosphate,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB14543,Hydrocortisone probutate,BE0001032,ATP-dependent translocase ABCB1,,Humans,ABCB1,P08183
DB14543,Hydrocortisone probutate,BE0003642,Solute carrier organic anion transporter family member 1A2,,Humans,SLCO1A2,P46721
DB14543,Hydrocortisone probutate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,,Humans,ABCG2,Q9UNQ0
DB14543,Hydrocortisone probutate,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB14544,Hydrocortisone valerate,BE0001032,ATP-dependent translocase ABCB1,,Humans,ABCB1,P08183
DB14544,Hydrocortisone valerate,BE0003642,Solute carrier organic anion transporter family member 1A2,,Humans,SLCO1A2,P46721
DB14544,Hydrocortisone valerate,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,,Humans,ABCG2,Q9UNQ0
DB14544,Hydrocortisone valerate,BE0003645,Organic anion transporter 3,,Humans,SLC22A8,Q8TCC7
DB14548,"Zinc sulfate, unspecified form",BE0009884,Zinc transporter ZIP10,substrate,Humans,SLC39A10,Q9ULF5
DB14548,"Zinc sulfate, unspecified form",BE0009885,Zinc transporter 7,substrate,Humans,SLC30A7,Q8NEW0
DB14548,"Zinc sulfate, unspecified form",BE0009886,Probable proton-coupled zinc antiporter SLC30A4,substrate,Humans,SLC30A4,O14863
DB14548,"Zinc sulfate, unspecified form",BE0009887,Zinc transporter ZIP6,substrate,Humans,SLC39A6,Q13433
DB14548,"Zinc sulfate, unspecified form",BE0009888,Zinc transporter ZIP5,substrate,Humans,SLC39A5,Q6ZMH5
DB14548,"Zinc sulfate, unspecified form",BE0009889,Zinc transporter ZIP2,substrate,Humans,SLC39A2,Q9NP94
DB14548,"Zinc sulfate, unspecified form",BE0009890,"Proton-coupled zinc antiporter SLC30A9, mitochondrial",substrate,Humans,SLC30A9,Q6PML9
DB14548,"Zinc sulfate, unspecified form",BE0009891,Proton-coupled zinc antiporter SLC30A1,substrate,Humans,SLC30A1,Q9Y6M5
DB14548,"Zinc sulfate, unspecified form",BE0009892,Proton-coupled zinc antiporter SLC30A2,substrate,Humans,SLC30A2,Q9BRI3
