drugbank_id,drug_name,carrier_id,carrier_name,actions,organism,gene_name,uniprot_id
DB08936,Chlorcyclizine,BE0000530,Albumin,regulator,Humans,ALB,P02768
DB08984,Etofenamate,BE0000537,Thyroxine-binding globulin,substrate,Humans,SERPINA7,P05543
DB08995,Diosmin,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09053,Ibrutinib,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB09053,Ibrutinib,BE0004879,alpha1-acid glycoprotein,substrate,Humans,ORM1,P02763
DB09069,Trimetazidine,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09070,Tibolone,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09073,Palbociclib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09074,Olaparib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09074,Olaparib,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB09076,Umeclidinium,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09076,Umeclidinium,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB09079,Nintedanib,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB09087,Potassium alum,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09093,Chlortetracycline,BE0000530,Albumin,,Humans,ALB,P02768
DB09100,"Thyroid, porcine",BE0000530,Albumin,binder,Humans,ALB,P02768
DB09100,"Thyroid, porcine",BE0000337,Transthyretin,binder,Humans,TTR,P02766
DB09100,"Thyroid, porcine",BE0000537,Thyroxine-binding globulin,binder,Humans,SERPINA7,P05543
DB09124,Medrogestone,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09124,Medrogestone,BE0000685,Sex hormone-binding globulin,binder,Humans,SHBG,P04278
DB09124,Medrogestone,BE0000209,Corticosteroid-binding globulin,binder,Humans,SERPINA6,P08185
DB09128,Brexpiprazole,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB09128,Brexpiprazole,BE0000925,Alpha-1-acid glycoprotein 1,substrate,Humans,ORM1,P02763
DB09130,Copper,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09130,Copper,BE0000910,Alpha-2-macroglobulin,binder,Humans,A2M,P01023
DB09130,Copper,BE0001140,Ceruloplasmin,binder,Humans,CP,P00450
DB09130,Copper,BE0002833,Copper transport protein ATOX1,binder,Humans,ATOX1,O00244
DB09130,Copper,BE0005815,Copper chaperone for superoxide dismutase,binder,Humans,CCS,O14618
DB09130,Copper,BE0008686,Cytochrome c oxidase copper chaperone,binder,Humans,COX17,Q14061
DB09130,Copper,BE0008687,Hephaestin,binder,Humans,HEPH,Q9BQS7
DB09130,Copper,BE0000041,Coagulation factor V,binder,Humans,F5,P12259
DB09130,Copper,BE0000016,Coagulation factor VIII,binder,Humans,F8,P00451
DB09130,Copper,BE0008688,Metallothionein,binder,Humans,MTF1,Q14872
DB09139,Technetium Tc-99m oxidronate,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09140,Oxygen,BE0000629,Hemoglobin subunit beta,binder,Humans,HBB,P68871
DB09140,Oxygen,BE0000130,Hemoglobin subunit alpha,binder,Humans,HBA1,P69905
DB09160,Technetium Tc-99m tetrofosmin,BE0001032,ATP-dependent translocase ABCB1,binder,Humans,ABCB1,P08183
DB09195,Lorpiprazole,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB09204,Arotinolol,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB09204,Arotinolol,BE0000925,Alpha-1-acid glycoprotein 1,substrate,Humans,ORM1,P02763
DB09213,Dexibuprofen,BE0000530,Albumin,,Humans,ALB,P02768
DB09223,Blonanserin,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB09229,Aranidipine,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09229,Aranidipine,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB09236,Lacidipine,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09236,Lacidipine,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB09237,Levamlodipine,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09241,Methylene blue,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09256,Tegafur,BE0000537,Thyroxine-binding globulin,inducer,Humans,SERPINA7,P05543
DB09262,Imidafenacin,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB09262,Imidafenacin,BE0004879,alpha1-acid glycoprotein,substrate,Humans,ORM1,P02763
DB09270,Ubidecarenone,BE0000499,Low-density lipoprotein receptor,substrate,Humans,LDLR,P01130
DB09270,Ubidecarenone,BE0004020,Very low-density lipoprotein receptor,substrate,Humans,VLDLR,P98155
DB09274,Artesunate,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09280,Lumacaftor,BE0000530,Albumin,carrier,Humans,ALB,P02768
DB09299,Tenofovir alafenamide,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09317,"Synthetic Conjugated Estrogens, A",BE0000537,Thyroxine-binding globulin,inducer,Humans,SERPINA7,P05543
DB09318,"Synthetic Conjugated Estrogens, B",BE0000537,Thyroxine-binding globulin,inducer,Humans,SERPINA7,P05543
DB09329,"Antihemophilic factor (recombinant), PEGylated",BE0001043,von Willebrand factor,,Humans,VWF,P04275
DB09333,Iopodic acid,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB09347,Acetrizoic acid,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09348,Propiolactone,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09381,Esterified estrogens,BE0000537,Thyroxine-binding globulin,inducer,Humans,SERPINA7,P05543
DB09383,Meprednisone,BE0000530,Albumin,,Humans,ALB,P02768
DB09418,Potassium perchlorate,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09526,Hydroquinone,BE0000530,Albumin,,Humans,ALB,P02768
DB09555,Dexchlorpheniramine maleate,BE0003648,Solute carrier family 22 member 1,"substrate, inhibitor",Humans,SLC22A1,O15245
DB09555,Dexchlorpheniramine maleate,BE0003647,Solute carrier family 22 member 2,inhibitor,Humans,SLC22A2,O15244
DB09564,Insulin degludec,BE0000530,Albumin,binder,Humans,ALB,P02768
DB09568,Omega-3-carboxylic acids,BE0000935,Phosphatidylcholine transfer protein,binder,Humans,PCTP,Q9UKL6
DB09568,Omega-3-carboxylic acids,BE0001179,Phosphatidylethanolamine-binding protein 1,binder,Humans,PEBP1,P30086
DB11093,Calcium citrate,BE0008690,Calbindin,substrate,Humans,CALB1,P05937
DB11093,Calcium citrate,BE0004083,Protein S100-G,substrate,Humans,S100G,P29377
DB11093,Calcium citrate,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB11100,Allantoin,BE0000537,Thyroxine-binding globulin,substrate,Humans,SERPINA7,P05543
DB11130,Opium,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11130,Opium,BE0003777,Beta-2-microglobulin,binder,Humans,B2M,P61769
DB11134,Cupric oxide,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11134,Cupric oxide,BE0001140,Ceruloplasmin,binder,Humans,CP,P00450
DB11136,Chromium,BE0000510,Serotransferrin,binder,Humans,TF,P02787
DB11148,Butamben,BE0000925,Alpha-1-acid glycoprotein 1,substrate,Humans,ORM1,P02763
DB11148,Butamben,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB11182,Rose bengal,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11182,Rose bengal,BE0000994,Lactotransferrin,binder,Humans,LTF,P02788
DB11182,Rose bengal,BE0000510,Serotransferrin,binder,Humans,TF,P02787
DB11217,Arbutin,BE0000530,Albumin,,Humans,ALB,P02768
DB11221,Dioxybenzone,BE0009358,Alpha-fetoprotein,binder,Rat,Afp,P02773
DB11251,Tocopherol,BE0004020,Very low-density lipoprotein receptor,binder,Humans,VLDLR,P98155
DB11251,Tocopherol,BE0000499,Low-density lipoprotein receptor,binder,Humans,LDLR,P01130
DB11348,Calcium Phosphate,BE0008690,Calbindin,substrate,Humans,CALB1,P05937
DB11348,Calcium Phosphate,BE0004083,Protein S100-G,substrate,Humans,S100G,P29377
DB11348,Calcium Phosphate,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB11397,Dichlorvos,BE0000530,Albumin,,Humans,ALB,P02768
DB11575,Grazoprevir,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB11575,Grazoprevir,BE0000925,Alpha-1-acid glycoprotein 1,substrate,Humans,ORM1,P02763
DB11590,Thimerosal,BE0000530,Albumin,,Humans,ALB,P02768
DB11637,Delamanid,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB11637,Delamanid,BE0000925,Alpha-1-acid glycoprotein 1,substrate,Humans,ORM1,P02763
DB11641,Vinflunine,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB11641,Vinflunine,BE0004879,alpha1-acid glycoprotein,substrate,Humans,ORM1,P02763
DB11642,Pitolisant,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11642,Pitolisant,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB11677,Triheptanoin,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11689,Selumetinib,BE0000530,Albumin,carrier,Humans,ALB,P02768
DB11689,Selumetinib,BE0004879,alpha1-acid glycoprotein,carrier,Humans,ORM1,P02763
DB11703,Acalabrutinib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11703,Acalabrutinib,BE0004879,alpha1-acid glycoprotein,binder,Humans,ORM1,P02763
DB11718,Encorafenib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11739,Vonoprazan,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11739,Vonoprazan,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB11751,Cabotegravir,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11753,Rifamycin,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB11757,Istradefylline,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11757,Istradefylline,BE0004879,alpha1-acid glycoprotein,binder,Humans,ORM1,P02763
DB11793,Niraparib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11796,Fostemsavir,BE0000530,Albumin,carrier,Humans,ALB,P02768
DB11800,Tivozanib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11820,Nifurtimox,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11827,Ertugliflozin,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11828,Neratinib,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB11828,Neratinib,BE0004879,alpha1-acid glycoprotein,substrate,Humans,ORM1,P02763
DB11853,Relugolix,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11853,Relugolix,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB11855,Revefenacin,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11886,Infigratinib,BE0010065,Apolipoproteins,binder,Humans,APOA1,P02647
DB11901,Apalutamide,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11943,Delafloxacin,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB11963,Dacomitinib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11967,Binimetinib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11978,Glasdegib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB11978,Glasdegib,BE0004879,alpha1-acid glycoprotein,binder,Humans,ORM1,P02763
DB12001,Abemaciclib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB12001,Abemaciclib,BE0004879,alpha1-acid glycoprotein,binder,Humans,ORM1,P02763
DB12005,Nirogacestat,BE0000530,Albumin,binder,Humans,ALB,P02768
DB12005,Nirogacestat,BE0004879,alpha1-acid glycoprotein,binder,Humans,ORM1,P02763
DB12095,Telotristat ethyl,BE0001067,Broad substrate specificity ATP-binding cassette transporter ABCG2,binder,Humans,ABCG2,Q9UNQ0
DB12141,Gilteritinib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB12147,Erdafitinib,BE0004879,alpha1-acid glycoprotein,binder,Humans,ORM1,P02763
DB12235,Estetrol,BE0000530,Albumin,binder,Humans,ALB,P02768
DB12235,Estetrol,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB12243,Edaravone,BE0000530,Albumin,binder,Humans,ALB,P02768
DB12255,Vadadustat,BE0000530,Albumin,binder,Humans,ALB,P02768
DB12404,Remimazolam,BE0000530,Albumin,binder,Humans,ALB,P02768
DB12425,Liothyronine I-131,BE0000537,Thyroxine-binding globulin,substrate,Humans,SERPINA7,P05543
DB12455,Omadacycline,BE0000530,Albumin,,Humans,ALB,P02768
DB12466,Favipiravir,BE0000530,Albumin,carrier,Humans,ALB,P02768
DB12466,Favipiravir,BE0004879,alpha1-acid glycoprotein,carrier,Humans,ORM1,P02763
DB12471,Ibrexafungerp,BE0000530,Albumin,binder,Humans,ALB,P02768
DB12483,Copanlisib,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB12674,Lurbinectedin,BE0000530,Albumin,binder,Humans,ALB,P02768
DB12674,Lurbinectedin,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB12836,Grapiprant,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB12874,Quizartinib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB12941,Darolutamide,BE0000530,Albumin,binder,Humans,ALB,P02768
DB12978,Pexidartinib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB12978,Pexidartinib,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB13014,Hypericin,BE0000530,Albumin,,Humans,ALB,P02768
DB13310,Ormeloxifene,BE0000530,Albumin,binder,Humans,ALB,P02768
DB13396,Neocitrullamon,BE0000537,Thyroxine-binding globulin,substrate,Humans,SERPINA7,P05543
DB13421,Edoxudine,BE0000530,Albumin,binder,Humans,ALB,P02768
DB13514,Pranoprofen,BE0000530,Albumin,regulator,Humans,ALB,P02768
DB13751,Glycyrrhizic acid,BE0000438,Aldo-keto reductase family 1 member C4,substrate,Humans,AKR1C4,P17516
DB13751,Glycyrrhizic acid,BE0000592,Aldo-keto reductase family 1 member C3,substrate,Humans,AKR1C3,P42330
DB13751,Glycyrrhizic acid,BE0000622,Aldo-keto reductase family 1 member C2,substrate,Humans,AKR1C2,P52895
DB13751,Glycyrrhizic acid,BE0000530,Albumin,binder,Humans,ALB,P02768
DB13867,Fluticasone,BE0000209,Corticosteroid-binding globulin,,Humans,SERPINA6,P08185
DB13867,Fluticasone,BE0001032,ATP-dependent translocase ABCB1,substrate,Humans,ABCB1,P08183
DB13867,Fluticasone,BE0001004,Solute carrier organic anion transporter family member 1B1,inhibitor,Humans,SLCO1B1,Q9Y6L6
DB13874,Enasidenib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB13909,Bismuth subgallate,BE0000530,Albumin,carrier,Humans,ALB,P02768
DB13928,Semaglutide,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB13943,Testosterone cypionate,BE0000530,Albumin,other/unknown,Humans,ALB,P02768
DB13943,Testosterone cypionate,BE0000685,Sex hormone-binding globulin,other/unknown,Humans,SHBG,P04278
DB13944,Testosterone enanthate,BE0000530,Albumin,other/unknown,Humans,ALB,P02768
DB13944,Testosterone enanthate,BE0000685,Sex hormone-binding globulin,other/unknown,Humans,SHBG,P04278
DB13946,Testosterone undecanoate,BE0000530,Albumin,binder,Humans,ALB,P02768
DB13946,Testosterone undecanoate,BE0000685,Sex hormone-binding globulin,binder,Humans,SHBG,P04278
DB13949,Ferric cation,BE0000510,Serotransferrin,binder,Humans,TF,P02787
DB13949,Ferric cation,BE0001155,Integrin beta-3,binder,Humans,ITGB3,P05106
DB13949,Ferric cation,BE0002109,Calreticulin,binder,Humans,CALR,P27797
DB13951,Stanolone acetate,BE0000685,Sex hormone-binding globulin,,Humans,SHBG,P04278
DB13952,Estradiol acetate,BE0000685,Sex hormone-binding globulin,,Humans,SHBG,P04278
DB13952,Estradiol acetate,BE0000530,Albumin,,Humans,ALB,P02768
DB13952,Estradiol acetate,BE0003591,"Fatty acid-binding protein, intestinal",,Humans,FABP2,P12104
DB13953,Estradiol benzoate,BE0000685,Sex hormone-binding globulin,,Humans,SHBG,P04278
DB13953,Estradiol benzoate,BE0000530,Albumin,,Humans,ALB,P02768
DB13953,Estradiol benzoate,BE0003591,"Fatty acid-binding protein, intestinal",,Humans,FABP2,P12104
DB13954,Estradiol cypionate,BE0000685,Sex hormone-binding globulin,,Humans,SHBG,P04278
DB13954,Estradiol cypionate,BE0000530,Albumin,,Humans,ALB,P02768
DB13954,Estradiol cypionate,BE0003591,"Fatty acid-binding protein, intestinal",,Humans,FABP2,P12104
DB13955,Estradiol dienanthate,BE0000685,Sex hormone-binding globulin,,Humans,SHBG,P04278
DB13955,Estradiol dienanthate,BE0000530,Albumin,,Humans,ALB,P02768
DB13955,Estradiol dienanthate,BE0003591,"Fatty acid-binding protein, intestinal",,Humans,FABP2,P12104
DB13956,Estradiol valerate,BE0000685,Sex hormone-binding globulin,,Humans,SHBG,P04278
DB13956,Estradiol valerate,BE0000530,Albumin,,Humans,ALB,P02768
DB13956,Estradiol valerate,BE0003591,"Fatty acid-binding protein, intestinal",,Humans,FABP2,P12104
DB13959,Medium-chain triglycerides,BE0000530,Albumin,binder,Humans,ALB,P02768
DB14001,alpha-Tocopherol succinate,BE0000643,Alpha-tocopherol transfer protein,,Humans,TTPA,P49638
DB14002,D-alpha-Tocopherol acetate,BE0000643,Alpha-tocopherol transfer protein,,Humans,TTPA,P49638
DB14003,alpha-Tocopherol acetate,BE0004020,Very low-density lipoprotein receptor,binder,Humans,VLDLR,P98155
DB14003,alpha-Tocopherol acetate,BE0000499,Low-density lipoprotein receptor,binder,Humans,LDLR,P01130
DB14007,Pentetic acid,BE0000952,Alpha-1-antitrypsin,substrate,Humans,SERPINA1,P01009
DB14126,Tenofovir,BE0000530,Albumin,binder,Humans,ALB,P02768
DB14185,Aripiprazole lauroxil,BE0000530,Albumin,binder,Humans,ALB,P02768
DB14481,Calcium phosphate dihydrate,BE0008690,Calbindin,,Humans,CALB1,P05937
DB14481,Calcium phosphate dihydrate,BE0004083,Protein S100-G,,Humans,S100G,P29377
DB14481,Calcium phosphate dihydrate,BE0000530,Albumin,,Humans,ALB,P02768
DB14513,Magnesium,BE0000530,Albumin,,Humans,ALB,P02768
DB14517,Aluminium phosphate,BE0000530,Albumin,,Humans,ALB,P02768
DB14518,Aluminum acetate,BE0000530,Albumin,,Humans,ALB,P02768
DB14520,Tetraferric tricitrate decahydrate,BE0000510,Serotransferrin,binder,Humans,TF,P02787
DB14520,Tetraferric tricitrate decahydrate,BE0001155,Integrin beta-3,binder,Humans,ITGB3,P05106
DB14520,Tetraferric tricitrate decahydrate,BE0002109,Calreticulin,binder,Humans,CALR,P27797
DB14526,Chromic citrate,BE0000510,Serotransferrin,,Humans,TF,P02787
DB14527,Chromic nitrate,BE0000510,Serotransferrin,,Humans,TF,P02787
DB14528,Chromium gluconate,BE0000510,Serotransferrin,,Humans,TF,P02787
DB14529,Chromium nicotinate,BE0000510,Serotransferrin,,Humans,TF,P02787
DB14530,Chromous sulfate,BE0000510,Serotransferrin,,Humans,TF,P02787
DB14533,Zinc chloride,BE0000530,Albumin,binder,Humans,ALB,P02768
DB14538,Hydrocortisone aceponate,BE0000685,Sex hormone-binding globulin,,Humans,SHBG,P04278
DB14538,Hydrocortisone aceponate,BE0000209,Corticosteroid-binding globulin,,Humans,SERPINA6,P08185
DB14539,Hydrocortisone acetate,BE0000685,Sex hormone-binding globulin,,Humans,SHBG,P04278
DB14539,Hydrocortisone acetate,BE0000209,Corticosteroid-binding globulin,,Humans,SERPINA6,P08185
DB14540,Hydrocortisone butyrate,BE0000685,Sex hormone-binding globulin,,Humans,SHBG,P04278
DB14540,Hydrocortisone butyrate,BE0000209,Corticosteroid-binding globulin,,Humans,SERPINA6,P08185
DB14541,Hydrocortisone cypionate,BE0000685,Sex hormone-binding globulin,,Humans,SHBG,P04278
DB14541,Hydrocortisone cypionate,BE0000209,Corticosteroid-binding globulin,,Humans,SERPINA6,P08185
DB14542,Hydrocortisone phosphate,BE0000685,Sex hormone-binding globulin,,Humans,SHBG,P04278
DB14542,Hydrocortisone phosphate,BE0000209,Corticosteroid-binding globulin,,Humans,SERPINA6,P08185
DB14543,Hydrocortisone probutate,BE0000685,Sex hormone-binding globulin,,Humans,SHBG,P04278
DB14543,Hydrocortisone probutate,BE0000209,Corticosteroid-binding globulin,,Humans,SERPINA6,P08185
DB14544,Hydrocortisone valerate,BE0000685,Sex hormone-binding globulin,,Humans,SHBG,P04278
DB14544,Hydrocortisone valerate,BE0000209,Corticosteroid-binding globulin,,Humans,SERPINA6,P08185
DB14548,"Zinc sulfate, unspecified form",BE0000530,Albumin,binder,Humans,ALB,P02768
DB14582,Patisiran,BE0000530,Albumin,ligand,Humans,ALB,P02768
DB14582,Patisiran,BE0004879,alpha1-acid glycoprotein,ligand,Humans,ORM1,P02763
DB14631,Prednisolone phosphate,BE0000209,Corticosteroid-binding globulin,binder,Humans,SERPINA6,P08185
DB14631,Prednisolone phosphate,BE0000530,Albumin,binder,Humans,ALB,P02768
DB14649,Dexamethasone acetate,BE0000530,Albumin,binder,Humans,ALB,P02768
DB14669,Betamethasone phosphate,BE0000209,Corticosteroid-binding globulin,binder,Humans,SERPINA6,P08185
DB14669,Betamethasone phosphate,BE0000530,Albumin,binder,Humans,ALB,P02768
DB14840,Ripretinib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB14840,Ripretinib,BE0004879,alpha1-acid glycoprotein,binder,Humans,ORM1,P02763
DB14860,Ensartinib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB14879,Cefiderocol,BE0000530,Albumin,ligand,Humans,ALB,P02768
DB14973,Abrocitinib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB14999,Human interferon beta,BE0000530,Albumin,binder,Humans,ALB,P02768
DB15059,Aprocitentan,BE0000530,Albumin,binder,Humans,ALB,P02768
DB15093,Somapacitan,BE0000530,Albumin,binder,Humans,ALB,P02768
DB15133,Tepotinib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB15133,Tepotinib,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB15141,Deutivacaftor,BE0000530,Albumin,binder,Humans,ALB,P02768
DB15141,Deutivacaftor,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB15149,Futibatinib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB15149,Futibatinib,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB15171,Tirzepatide,BE0000530,Albumin,binder,Humans,ALB,P02768
DB15248,Bulevirtide,BE0000530,Albumin,binder,Humans,ALB,P02768
DB15305,Risdiplam,BE0000530,Albumin,binder,Humans,ALB,P02768
DB15444,Elexacaftor,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB15456,Vericiguat,BE0000530,Albumin,binder,Humans,ALB,P02768
DB15534,Colchiceine,BE0000530,Albumin,substrate,Humans,ALB,P02768
DB15566,Prednisolone acetate,BE0000209,Corticosteroid-binding globulin,binder,Humans,SERPINA6,P08185
DB15566,Prednisolone acetate,BE0000530,Albumin,binder,Humans,ALB,P02768
DB15575,Padeliporfin,BE0000530,Albumin,binder,Humans,ALB,P02768
DB15690,Fluoroestradiol F-18,BE0000685,Sex hormone-binding globulin,binder,Humans,SHBG,P04278
DB15690,Fluoroestradiol F-18,BE0000530,Albumin,binder,Humans,ALB,P02768
DB15935,Lumasiran,BE0000530,Albumin,binder,Humans,ALB,P02768
DB16165,Finerenone,BE0000530,Albumin,binder,Humans,ALB,P02768
DB16200,Iptacopan,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB16200,Iptacopan,BE0000530,Albumin,binder,Humans,ALB,P02768
DB16693,Insulin icodec,BE0000530,Albumin,binder,Humans,ALB,P02768
DB16699,Vutrisiran,BE0000530,Albumin,ligand,Humans,ALB,P02768
DB16703,Belumosudil,BE0000530,Albumin,binder,Humans,ALB,P02768
DB16703,Belumosudil,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB17083,Linzagolix,BE0000530,Albumin,binder,Humans,ALB,P02768
DB17171,Ziftomenib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB18373,Vanzacaftor,BE0000530,Albumin,binder,Humans,ALB,P02768
DB18373,Vanzacaftor,BE0000925,Alpha-1-acid glycoprotein 1,binder,Humans,ORM1,P02763
DB18515,Revumenib,BE0000530,Albumin,binder,Humans,ALB,P02768
DB18997,Plozasiran,BE0010188,Asialoglycoprotein receptor 1,binder,Humans,ASGR1,P07306
