drugbank_id,drug_name,smiles
DB03903,Tmr,CN(C)C1=CCC2=C(c3ccc(N4C(=O)C=CC4=O)cc3C(=O)O)c3ccc(N(C)C)cc3OC2=C1
DB03904,Urea,NC(N)=O
DB03905,Succinamide-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCNC(=O)CCC(=O)O
DB03906,2-Phenylheme,C=CC1=C(C)C2=[N+]3C1=Cc1c(C)c(CCC(=O)O)c4[n]1[Fe]31[n]3c(c(C)c(C=C)c3=C2)=CC2=[N+]1C(=C4c1ccccc1)C(CCC(=O)O)=C2C
DB03907,"N-[(E)-3-[(2R,3S,4R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitrobenzamide",Nc1ncnc2c1ncn2[C@@H]1O[C@H](/C=C/CNC(=O)c2cc([N+](=O)[O-])cc(O)c2O)[C@@H](O)[C@H]1O
DB03908,"N,N-[2,5-O-[Dibenzyl]-glucaryl]-DI-[isoleucyl-amido-methane]",CC[C@H](C)[C@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H](C(=O)NC)[C@@H](C)CC)C(=O)NC
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O
DB03910,"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",N=C(N)SCCc1cccc(CCSC(=N)N)c1
DB03911,L-Xylopyranose,OC1OC[C@H](O)[C@@H](O)[C@@H]1O
DB03912,D-pantetheine 4'-phosphate,CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
DB03913,Coenzyme F420,C[C@H](OP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O
DB03914,"[2-(1-amino-2-hydroxy-propyl)-4-(1H-indol-3-ylmethylene)-5-oxo-4,5-dihydro-imidazol-1-yl]-acetaldehyde",C[C@@H](O)[C@H](N)C1=N/C(=C\c2c[nH]c3ccccc23)C(=O)N1CC(=O)O
DB03915,2-Amino-3-Ketobutyric Acid,CC(=O)[C@H](N)C(=O)O
DB03916,4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine,Cc1ccc(Nc2nccc(-c3ccnc(N4CCN(CCN)CC4)c3)n2)cc1Cl
DB03917,N-Ethylretinamide,CCNC(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
DB03918,"6S-5,6,7,8-Tetrahydrobiopterin",C[C@@H](O)[C@@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1
DB03919,Ethyl-Carbamic Acid Methyl Ester,CCNC(=O)OC
DB03920,N-Methyl-Alpha-Beta-Dehydroalanine,C=C(NC)C(=O)O
DB03921,4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline,c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1
DB03923,Feruloyl Coenzyme A,COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)cc(O)c1O
DB03924,"5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone",Nc1ccc(N)c2c1C(=O)c1c(O)ccc(O)c1C2=O
DB03925,Freselestat,CC(C)[C@@H](NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)[C@@H](O)c1nnc(C(C)(C)C)o1
DB03926,"5alpha-androstane-3beta,17alpha-diol",C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](O)CC[C@@H]12
DB03927,Glycyl-L-alpha-amino-epsilon-pimelyl-D-alanine,C[C@@H](NC(=O)CCCC[C@H](NC(=O)CN)C(=O)O)C(=O)O
DB03928,"Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol",O=C(O)CSc1nc(-c2cccc(Cl)c2)no1
DB03929,D-Serine,N[C@H](CO)C(=O)O
DB03930,4-Methyl-Pyrroline-5-Carboxylic Acid,C[C@@H]1C=CN[C@H]1C(=O)O
DB03931,Diguanosine-5'-Triphosphate,Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]4O[C@@H](n5cnc6c(=O)nc(N)[nH]c65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2[nH]1
DB03932,LFA703,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H]3C[C@@H](O)CC(=O)N3Cc3ccc4c(CO)c(OC)ccc4c3)[C@H]21
DB03933,C-1027 Aromatized chromophore,C=C1Oc2cc(OC)cc(C(=O)O[C@H]3COC(=O)C[C@H]([NH3+])c4cc(O)c(c(Cl)c4)O[C@@H]4c5ccc3cc5C3=CC=C[C@@]34O[C@@H]3OC(C)(C)[C@@H](N(C)C)[C@@H](O)[C@H]3O)c2NC1=O
DB03934,Zinc protoporphyrin,C=CC1=C(C)c2cc3[n-]c(cc4nc(cc5[n-]c(cc1n2)c(C)c5C=C)C(C)=C4CCC(=O)O)c(CCC(=O)O)c3C.[Zn+2]
DB03935,"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid",O=C(O)[C@@H]1O[C@H](O)[C@H](OS(=O)(=O)O)[C@@H](O)[C@H]1O
DB03936,1-Deoxy-Ribofuranose-5'-Phosphate,O=P(O)(O)OC[C@H]1OC[C@H](O)[C@H]1O
DB03937,D-erythrose 4-phosphate,O=C[C@H](O)[C@H](O)COP(=O)(O)O
DB03938,Deacetoxycephalosporin C,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CCC[C@@H](N)C(=O)O)[C@H]2SC1
DB03939,"(4S)-4-hydroxy-3,4-dihydro-2(1H)-pyrimidinone",O=C1NC=C[C@H](O)N1
DB03940,Oxamic Acid,NC(=O)C(=O)O
DB03941,p-Heptylphenol,CCCCCCCc1ccc(O)cc1
DB03942,Carboxylic PRPP,O=P(O)(O)OC[C@H]1C[C@H](OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O
DB03943,D-Asparagine,NC(=O)C[C@@H](N)C(=O)O
DB03944,"5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One",COc1ccc(C(=O)N2CCCc3cc(C4=NNC(=O)S[C@@H]4C)ccc32)cc1OC
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",C[N+](C)(C)CCOP(=O)(O)O
DB03946,"3,4-Dihydroxybenzoic Acid",O=C(O)c1ccc(O)c(O)c1
DB03947,D-Xylulose,O=C(CO)[C@@H](O)[C@@H](O)CO
DB03948,"6-Chloropurine Riboside, 5'-Monophosphate",O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(Cl)[nH+]cnc32)[C@H](O)[C@@H]1O
DB03949,N-[(2S)-3-Phenyl-2-sulfanylpropanoyl]-L-phenylalanyl-L-tyrosine,O=C(O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](S)Cc1ccccc1
DB03950,(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,C[C@@H](CNC(=O)c1ccc(S(N)(=O)=O)cc1)Cn1ccc2ccccc21
DB03951,N-acetyl-D-glucosamine-6-phosphate,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
DB03952,9-(6-deoxy-beta-D-allofuranosyl)-6-methylpurine,Cc1ncnc2c1ncn2[C@@H]1O[C@H]([C@@H](C)O)[C@@H](O)[C@H]1O
DB03953,Thiocitrulline,NC(=S)NCCC[C@H](N)C(=O)O
DB03955,1-deoxymannojirimycin,OC[C@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O
DB03956,"Inositol 2,4,5-trisphosphate",O=P(O)(O)O[C@H]1[C@@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O
DB03957,SP2456,NC(N)=N[C@@H](C(=O)NCC(=O)N1CCC(c2cc(-c3cccc(Cl)c3Cl)n[nH]2)CC1)C1CCCCC1
DB03958,7-methyl-guanosine-5'-triphosphate-5'-guanosine,Cn1c[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(=O)nc(N)[nH]c54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2[nH]c(N)nc(=O)c21
DB03959,"N,O6-Disulfo-Glucosamine",O=S(=O)(O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COS(=O)(=O)O)O[C@@H]1O
DB03960,Cp-Coeleneterazine,O=C1N2C=C(c3ccc(O)cc3)N[C@@H](CC3CCCC3)C2=N[C@@]1(Cc1ccc(O)cc1)OO
DB03961,"2c-Methyl-D-Erythritol 2,4-Cyclodiphosphate",C[C@@]1(CO)OP(=O)(O)OP(=O)(O)OC[C@H]1O
DB03962,Nicotinamide 8-bromo-adenine dinucleotide phosphate,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4c(Br)nc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
DB03963,S-(Dimethylarsenic)Cysteine,C[As](C)SC[C@H](N)C(=O)O
DB03964,4-Hydroxy-Aconitate Ion,O=C([O-])/C=C(/C(=O)[O-])[C@@H](O)C(=O)[O-]
DB03966,Clorobiocin,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C
DB03967,Dodecyl sulfate,CCCCCCCCCCCCOS(=O)(=O)O
DB03968,"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine",CN1C(=O)CCC1(C)C
DB03970,"(7R)-7-(6,7-Dihydro-5H-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid",O=C(O)C1=CN=C(C(=O)O)CS[C@H]1c1cn2c3c(sc2n1)CCC3
DB03971,Acarbose Derived Hexasaccharide,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](OC[C@H]3O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
DB03972,"2-Amino-4h-1,3-Benzoxathiin-4-Ol",N[C@H]1Oc2ccccc2[C@H](O)S1
DB03973,"3-[2,6,8-Trioxo-9-[(2R,3R,4R)-2,3,4,5-tetrahydroxypentyl]-3H-purin-7-yl]propyl dihydrogen phosphate",O=c1[nH]c(=O)c2c([nH]1)n(C[C@@H](O)[C@@H](O)[C@H](O)CO)c(=O)n2CCCOP(=O)(O)O
DB03974,L-homoarginine,N=C(N)NCCCC[C@H](N)C(=O)O
DB03975,Mercuribenzoic Acid,O=C(O)c1cc[c]([Hg])cc1
DB03976,Phosphorylisopropane,CC(C)OP(=O)(O)O
DB03977,Trimethyllysine,C[N+](C)(C)CCCC[C@H](N)C(=O)O
DB03978,Tyrosinal,N[C@H](C=O)Cc1ccc(O)cc1
DB03979,1-[Glycerolylphosphonyl]-2-[8-(2-Hexyl-Cyclopropyl)-Octanal-1-Yl]-3-[Hexadecanal-1-Yl]-Glycerol,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCC[C@H]1C[C@H]1CCCCCC
DB03980,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2CC2CC2)n1
DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",O=C(O)C1=C[C@H](O)[C@@H](OS(=O)(=O)O)[C@H](O)O1
DB03982,"Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid",O=C(O)C(=O)N(c1ccccc1C(=O)O)c1cccc2ccccc12
DB03983,"{[2-Amino-4-oxo-6,7-di(sulfanyl-κS)-3,5,5a,8,9a,10-hexahydro-4H-pyrano[3,2-g]pteridin-8-yl]methyl dihydrogenato(2-) phosphate}(dioxo)sulfanylmolybdenum",Nc1nc2c(c(=O)[nH]1)N[C@H]1C3=C([S][Mo](=[O])(=[O])([SH])[S]3)[C@H](COP(=O)(O)O)O[C@H]1N2
DB03984,Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide,O=C[C@H](CSCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1
DB03985,R-azabisabolene,CC(C)=CCC[N@H+](C)[C@@H]1CC=C(C)CC1
DB03986,6-methyl-formycin A,C[n+]1cnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[nH]nc2c1N
DB03987,"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",COc1cc(CN(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1
DB03988,"2,6-Diamino-Hexanoic Acid Amide",NC(=O)[C@@H](N)CCCC[NH3+]
DB03989,D-Allopyranose,OC[C@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O
DB03990,4'-nitrophenyl-3i-thiolaminaritrioside,O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](S[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)C2O)cc1
DB03991,"2-deoxy-2,3-dehydro-N-acetylneuraminic acid",CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1O
DB03992,3-(Benzoylamino)-L-Alanine,N[C@@H](CNC(=O)c1ccccc1)C(=O)O
DB03993,Isocaproic acid,CC(C)CCC(=O)O
DB03994,Ethanolamine,NCCO
DB03995,Betadex,OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO
DB03996,"3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol",CC(=O)N1N=C(c2ccccc2Cl)C[C@H]1c1cccc(O)c1
DB03997,L-histidinol phosphate,N[C@H](COP(=O)(O)O)Cc1c[nH]cn1
DB03998,"[2-(Methyleneamine)-4-(4-Hydroxy-Benzylidine)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-Acetaldehyde",NCC1=N/C(=C\c2ccc(O)cc2)C(=O)N1CC(=O)O
DB03999,Butylphosphonate,CCCCP(=O)(O)O
DB04000,Bromo-Willardiine,N[C@@H](Cn1cc(Br)c(=O)[nH]c1=O)C(=O)O
DB04001,6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid,O=C(O)C(=O)Nc1cc2[nH]ccc2cc1C(=O)O
DB04002,4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide,NS(=O)(=O)c1ccc(C(=O)NCCCCNCS)cc1
DB04003,{4-[(2S)-2-Acetamido-3-({(1S)-1-[3-carbamoyl-4-(cyclohexylmethoxy)phenyl]ethyl}amino)-3-oxopropyl]-2-phosphonophenoxy}acetic acid,CC(=O)N[C@@H](Cc1ccc(OCC(=O)O)c(P(=O)(O)O)c1)C(=O)N[C@@H](C)c1ccc(OCC2CCCCC2)c(C(N)=O)c1
DB04004,"2,6-Diamino-8-(2-Dimethylaminoethylsulfanylmethyl)-3h-Quinazolin-4-One",CN(C)CCSCc1cc(N)cc2c(=O)[nH]c(N)nc12
DB04005,Uridine 5'-triphosphate,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
DB04006,"[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone",Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1ccccc1
DB04007,Bromo-WR99210,CC1(C)N=C(N)N=C(N)N1OCCCOc1ccc(Br)cc1
DB04008,Zinc;[amino-[2-[[5-[amino(azaniumylidene)methyl]benzimidazol-1-id-2-yl]methyl]benzimidazol-1-id-5-yl]methylidene]azanium,NC(=[NH2+])c1ccc2[n-]c(Cc3nc4cc(C(N)=[NH2+])ccc4[n-]3)nc2c1.[Zn+2]
DB04009,Dimethyl Propionate Ester Heme,C=Cc1c(C)c2[n]3c1C=c1c(C)c(CCC(=O)OC)c4[n]1[Fe@@]31[n]3c(c(C)c(CCC(=O)OC)c3C=4)C=c3c(C)c(C=C)c([n]31)=C2
DB04010,2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide,COc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)c1
DB04011,"2'-(4-Dimethylaminophenyl)-5-(4-Methyl-1-Piperazinyl)-2,5'-Bi-Benzimidazole",CN1CCN(c2ccc3nc(-c4ccc5[nH]c(-c6ccc(N(C)C)cc6)nc5c4)[nH]c3c2)CC1
DB04012,"(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine",Cc1ccc(S(=O)(=O)N2CCSC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)O)cc1
DB04013,1-Deoxy-1-methoxycarbamido-beta-D-gluco-2-heptulopyranosonamide,COC(=O)N[C@]1(C(N)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
DB04014,Alsterpaullone,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1
DB04015,Methionine Phosphinate,CSCC[C@H](N)[PH](=O)O
DB04016,2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid,CN(C(=O)c1cc2ccccc2cc1C(=O)[C@@H](c1cccc2ccccc12)P(=O)(O)O)C1CCN(C(=O)c2ccc3ccccc3c2)CC1
DB04017,Clorgiline,C#CCN(C)CCCOc1ccc(Cl)cc1Cl
DB04018,S-Isopropyl-Isothiourea,CC(C)SC(=N)N
DB04020,"4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol",Oc1ccc(CCNc2nc(SCCCc3ccc(Cl)cc3)nc(N3CCNCC3)n2)cc1
DB04021,MF268,C[C@@H]1CN(CCCCCCCCNC=O)C[C@H](C)O1
DB04022,Guanosine tetraphosphate,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)O)[C@H]2O)c(=O)[nH]1
DB04023,GDP-alpha-D-mannuronic acid,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
DB04024,Serine-3'-aminoadenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](NC(=O)[C@@H](N)CO)[C@H]1O
DB04026,Pseudotropine,CN1[C@@H]2CC[C@H]1C[C@H](O)C2
DB04027,D-arginine,N=C(N)NCCC[C@@H](N)C(=O)O
DB04028,Tyvelose,C[C@H]1O[C@H](O)[C@@H](O)C[C@@H]1O
DB04029,Phenylalanylamide,NC(=O)[C@@H](N)Cc1ccccc1
DB04030,"1,3,4,9-Tetrahydro-2-(Hydroxybenzoyl)-9-[(4-Hydroxyphenyl)Methyl]-6-Methoxy-2h-Pyrido[3,4-B]Indole",O=C(c1ccc(O)cc1)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1
DB04031,Serine vanadate,N[C@@H](C[O][V]([O-])([O-])([O-])[OH])C(=O)O
DB04032,Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Butyl-Amide,CN(C)c1cccc2c(S(=O)(=O)NCCCCNC(=O)C34CC5CC(CC(C5)C3)C4)cccc12
DB04033,Z-Ala Prolinal,C[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O
DB04034,Ribulose-5-Phosphate,O=C(CO)[C@@H](O)[C@H](O)COP(=O)(O)O
DB04035,Ceftazidime BATSI,CC(C)(O/N=C(\C(=O)NCB(O)O)c1csc(N)n1)C(=O)O
DB04036,Coenzyme A persulfide,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSS
DB04037,"N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine",Clc1ccc(CN(Cc2ccc(Cl)cc2)c2nn[nH]n2)cc1
DB04038,Ergosterol,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
DB04039,3-Oxo-Pentadecanoic Acid,CCCCCCCCCCCCC(=O)CC(=O)O
DB04040,"N-[1,3-Di(4-morpholinyl)-2-propanyl]-3-(α-D-galactopyranosyloxy)-5-nitrobenzamide",O=C(NC(CN1CCOCC1)CN1CCOCC1)c1cc(O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc([N+](=O)[O-])c1
DB04041,Nitrocefin Acyl-Serine,N[C@@H](COC(=O)[C@@H](N=C([O-])Cc1cccs1)[C@@H]1NC(C(=O)O)=C(/C=C/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CS1)C(=O)[O-]
DB04042,"2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol",CO[C@H](O)c1ccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3ccc(CO)cc3)S2(=O)=O)cc1
DB04043,Carboxymycobactin T,O=C(O)CCCCCC/C=C\[C@@H]1[O][Fe@@]23[O]c4ccccc4[C@H]4N[C@@H](CO4)C(=O)N[C@H](CCCCN1[O]2)C(=O)OCCC(=O)N[C@@H]1CCCCN([O]3)C1=O
DB04044,4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid,O=C(Nc1ccccc1Oc1ccc(C(=O)O)c(C(=O)O)c1)c1cccc([N+](=O)[O-])c1
DB04045,(R)-methylmalonyl-CoA,C[C@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
DB04046,Methyl beta-galactoside,CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
DB04047,6-hydroxymethylpterin diphosphate,Nc1nc(=O)c2nc(COP(=O)(O)OP(=O)(O)O)cnc2[nH]1
DB04048,N-Carbamoyl-Alanine,C[C@@H](NC(N)=O)C(=O)O
DB04049,Coelenteramide,O=C(Cc1ccc(O)cc1)Nc1ncc(-c2ccc(O)cc2)nc1Cc1ccccc1
DB04050,N-Propyl Isocyanide,[C-]#[N+]CCC
DB04051,5-phenylpentanoic acid,O=C(O)CCCCc1ccccc1
DB04052,"3,4-Xylenol",Cc1ccc(O)cc1C
DB04053,Hypophosphite,O=P[O-]
DB04054,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",CCCCn1c(Cc2cc(OC)ccc2OC)nc2c(N)nc(F)nc21
DB04055,"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium",CC[n+]1c(C)c(C(=O)OC(C)C)c(-c2ccccc2Cl)c(C(=O)O)c1C(=O)O
DB04057,"N-[4-([(2-Amino-4-oxo-1,4-dihydropyrido[3,2-d]pyrimidin-6-yl)methyl]{(2E)-3-[4-carbamoyl-1-(5-O-phosphono-beta-D-ribofuranosyl)-1H-imidazol-5-yl]-2-propenoyl}amino)benzoyl]-L-glutamic acid",NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1/C=C/C(=O)N(Cc1ccc2[nH]c(N)nc(=O)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
DB04058,N-Carbamoylphenylalanine,NC(=O)N[C@@H](Cc1ccccc1)C(=O)O
DB04059,8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide,N=C(N)c1ccc2cccc(Nc3ncccn3)c2c1
DB04060,"(5-methyl-6-oxo-1,6-dihydro-pyridin-3-yl)-1,2-dideoxy-ribofuranose-5-monophosphate",Cc1cc([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c[nH]c1=O
DB04061,Alpha-Amino-2-Indanacetic Acid,N[C@@H](C(=O)O)C1Cc2ccccc2C1
DB04062,beta-D-fucose,C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
DB04063,alpha-Methylleucine,CC(C)C[C@](C)(N)C(=O)O
DB04064,Nogalaviketone,COC(=O)C1=C(C)CC(=O)c2c1cc1c(c2O)C(=O)c2c(O)cccc2C1=O
DB04065,N-Cyclopentyl-N-Cyclobutylformamide,O=CN(C1CCCC1)C1CCC1
DB04066,p-Coumaric acid,O=C(O)/C=C/c1ccc(O)cc1
DB04067,4-hydroxybenzyl coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSCc1ccc(O)cc1
