drugbank_id,drug_name,enzyme_id,enzyme_name,actions,inhibition_strength,induction_strength,organism,gene_name,uniprot_id
DB00409,Remoxipride,BE0004866,Cytochrome P450 3A Subfamily,inhibitor,unknown,,Humans,CYP3A4,P08684
DB00411,Carbamoylcholine,BE0000657,Cytosolic phospholipase A2,inducer,,unknown,Humans,PLA2G4A,P47712
DB00411,Carbamoylcholine,BE0000426,Acetylcholinesterase,substrate,,,Humans,ACHE,P22303
DB00412,Rosiglitazone,,Cytochrome P450 2C8,,,,,,
DB00412,Rosiglitazone,,Cytochrome P450 2C9,,,,,,
DB00412,Rosiglitazone,,Cytochrome P450 2C8,,,,,,
DB00412,Rosiglitazone,,Cytochrome P450 2C9,,,,,,
DB00412,Rosiglitazone,,Cytochrome P450 2C8,,,,,,
DB00412,Rosiglitazone,,Cytochrome P450 2C9,,,,,,
DB00412,Rosiglitazone,BE0000017,Prostaglandin G/H synthase 1,substrate,,,Humans,PTGS1,P23219
DB00412,Rosiglitazone,BE0002433,Cytochrome P450 1A2,inhibitor,unknown,,Humans,CYP1A2,P05177
DB00412,Rosiglitazone,BE0002363,Cytochrome P450 2D6,inhibitor,unknown,,Humans,CYP2D6,P10635
DB00412,Rosiglitazone,BE0002638,Cytochrome P450 3A4,"substrate, inducer",,unknown,Humans,CYP3A4,P08684
DB00412,Rosiglitazone,BE0003549,Cytochrome P450 2B6,inducer,,unknown,Humans,CYP2B6,P20813
DB00412,Rosiglitazone,BE0003533,Cytochrome P450 2E1,substrate,,,Humans,CYP2E1,P05181
DB00412,Rosiglitazone,BE0002887,Cytochrome P450 2C8,"substrate, inhibitor",moderate,,Humans,CYP2C8,P10632
DB00412,Rosiglitazone,BE0002793,Cytochrome P450 2C9,"substrate, inhibitor",unknown,,Humans,CYP2C9,P11712
DB00414,Acetohexamide,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB00414,Acetohexamide,BE0003074,Carbonyl reductase [NADPH] 1,substrate,,,Humans,CBR1,P16152
DB00418,Secobarbital,BE0002433,Cytochrome P450 1A2,inducer,,unknown,Humans,CYP1A2,P05177
DB00418,Secobarbital,BE0003536,Cytochrome P450 2C19,inducer,,unknown,Humans,CYP2C19,P33261
DB00418,Secobarbital,BE0002887,Cytochrome P450 2C8,inducer,,strong,Humans,CYP2C8,P10632
DB00418,Secobarbital,BE0002793,Cytochrome P450 2C9,inducer,,unknown,Humans,CYP2C9,P11712
DB00420,Promazine,,Cytochrome P450 1A2,,,,,,
DB00420,Promazine,,Cytochrome P450 3A4,,,,,,
DB00420,Promazine,,Cytochrome P450 1A2,,,,,,
DB00420,Promazine,,Cytochrome P450 2C19,,,,,,
DB00420,Promazine,,Cytochrome P450 2C9,,,,,,
DB00420,Promazine,,Cytochrome P450 1A2,,,,,,
DB00420,Promazine,,Cytochrome P450 2C9,,,,,,
DB00420,Promazine,,Cytochrome P450 2C19,,,,,,
DB00420,Promazine,,Cytochrome P450 2A6,,,,,,
DB00420,Promazine,,Cytochrome P450 2B6,,,,,,
DB00420,Promazine,,Cytochrome P450 2D6,,,,,,
DB00420,Promazine,,Cytochrome P450 2E1,,,,,,
DB00420,Promazine,BE0002433,Cytochrome P450 1A2,"substrate, inhibitor",unknown,,Humans,CYP1A2,P05177
DB00420,Promazine,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00420,Promazine,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB00420,Promazine,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00420,Promazine,BE0003536,Cytochrome P450 2C19,substrate,,,Humans,CYP2C19,P33261
DB00421,Spironolactone,BE0000731,"Cytochrome P450 11B1, mitochondrial",inducer,,unknown,Humans,CYP11B1,P15538
DB00421,Spironolactone,BE0002887,Cytochrome P450 2C8,inhibitor,moderate,,Humans,CYP2C8,P10632
DB00421,Spironolactone,BE0003542,"Cytochrome P450 11B2, mitochondrial",inhibitor,unknown,,Humans,CYP11B2,P19099
DB00422,Methylphenidate,,Carboxylesterase,,,,,,
DB00422,Methylphenidate,BE0004740,Carboxylesterase,substrate,,,Humans,CES1A1a,Q6LAP9
DB00425,Zolpidem,,Cytochrome P450 3A4,,,,,,
DB00425,Zolpidem,,Cytochrome P450 3A4,,,,,,
DB00425,Zolpidem,,Cytochrome P450 1A2,,,,,,
DB00425,Zolpidem,,Cytochrome P450 2D6,,,,,,
DB00425,Zolpidem,,Cytochrome P450 2C9,,,,,,
DB00425,Zolpidem,,Cytochrome P450 2C19,,,,,,
DB00425,Zolpidem,,Cytochrome P450 2C9,,,,,,
DB00425,Zolpidem,,Cytochrome P450 2C19,,,,,,
DB00425,Zolpidem,,Cytochrome P450 3A4,,,,,,
DB00425,Zolpidem,,Cytochrome P450 1A2,,,,,,
DB00425,Zolpidem,,Cytochrome P450 2D6,,,,,,
DB00425,Zolpidem,,Cytochrome P450 3A4,,,,,,
DB00425,Zolpidem,,Cytochrome P450 1A2,,,,,,
DB00425,Zolpidem,,Cytochrome P450 2D6,,,,,,
DB00425,Zolpidem,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB00425,Zolpidem,BE0003536,Cytochrome P450 2C19,substrate,,,Humans,CYP2C19,P33261
DB00425,Zolpidem,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00425,Zolpidem,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00425,Zolpidem,BE0002433,Cytochrome P450 1A2,substrate,,,Humans,CYP1A2,P05177
DB00426,Famciclovir,,Aldehyde oxidase,,,,,,
DB00426,Famciclovir,BE0003539,Aldehyde oxidase,substrate,,,Humans,AOX1,Q06278
DB00428,Streptozocin,BE0003543,Cytochrome P450 1A1,inducer,,unknown,Humans,CYP1A1,P04798
DB00428,Streptozocin,BE0002433,Cytochrome P450 1A2,inducer,,unknown,Humans,CYP1A2,P05177
DB00428,Streptozocin,BE0003533,Cytochrome P450 2E1,inducer,,unknown,Humans,CYP2E1,P05181
DB00432,Trifluridine,,Thymidine phosphorylase,,,,,,
DB00432,Trifluridine,BE0001260,"Thymidine kinase, cytosolic",substrate,,,Humans,TK1,P04183
DB00432,Trifluridine,BE0002193,Thymidine phosphorylase,substrate,,,Humans,TYMP,P19971
DB00433,Prochlorperazine,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00434,Cyproheptadine,,UDP-glucuronosyltransferase 1A3,,,,,,
DB00434,Cyproheptadine,,UDP-glucuronosyltransferase 2B10,,,,,,
DB00434,Cyproheptadine,,UDP-glucuronosyltransferase 1A4,,,,,,
DB00434,Cyproheptadine,BE0003677,UDP-glucuronosyltransferase 1A3,substrate,,,Humans,UGT1A3,P35503
DB00434,Cyproheptadine,BE0003544,UDP-glucuronosyltransferase 1A4,substrate,,,Humans,UGT1A4,P22310
DB00434,Cyproheptadine,BE0009343,UDP-glucuronosyltransferase 2B10,substrate,,,Humans,UGT2B10,P36537
DB00435,Nitric Oxide,BE0000133,"Aldehyde dehydrogenase, mitochondrial",inhibitor,unknown,,Humans,ALDH2,P05091
DB00435,Nitric Oxide,BE0002433,Cytochrome P450 1A2,inhibitor,unknown,,Humans,CYP1A2,P05177
DB00435,Nitric Oxide,BE0003549,Cytochrome P450 2B6,inhibitor,unknown,,Humans,CYP2B6,P20813
DB00435,Nitric Oxide,BE0002638,Cytochrome P450 3A4,inhibitor,unknown,,Humans,CYP3A4,P08684
DB00436,Bendroflumethiazide,BE0000987,Thiopurine S-methyltransferase,inhibitor,unknown,,Humans,TPMT,P51580
DB00437,Allopurinol,BE0003539,Aldehyde oxidase,substrate,,,Humans,AOX1,Q06278
DB00437,Allopurinol,BE0002204,Xanthine dehydrogenase/oxidase,inhibitor,unknown,,Humans,XDH,P47989
DB00437,Allopurinol,BE0002433,Cytochrome P450 1A2,inhibitor,weak,,Humans,CYP1A2,P05177
DB00439,Cerivastatin,,Cytochrome P450 2C8,,,,,,
DB00439,Cerivastatin,,Cytochrome P450 2C8,,,,,,
DB00439,Cerivastatin,,Cytochrome P450 3A4,,,,,,
DB00439,Cerivastatin,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor, inducer",unknown,unknown,Humans,CYP3A4,P08684
DB00439,Cerivastatin,BE0002362,Cytochrome P450 3A5,substrate,,,Humans,CYP3A5,P20815
DB00439,Cerivastatin,BE0003612,Cytochrome P450 3A7,substrate,,,Humans,CYP3A7,P24462
DB00439,Cerivastatin,BE0002887,Cytochrome P450 2C8,"substrate, inhibitor",unknown,,Humans,CYP2C8,P10632
DB00439,Cerivastatin,BE0002363,Cytochrome P450 2D6,inhibitor,unknown,,Humans,CYP2D6,P10635
DB00439,Cerivastatin,BE0002793,Cytochrome P450 2C9,inhibitor,unknown,,Humans,CYP2C9,P11712
DB00439,Cerivastatin,BE0003549,Cytochrome P450 2B6,inducer,,unknown,Humans,CYP2B6,P20813
DB00439,Cerivastatin,BE0003541,UDP-glucuronosyltransferase 1A1,substrate,,,Humans,UGT1A1,P22309
DB00440,Trimethoprim,,Cytochrome P450 1A2,,,,,,
DB00440,Trimethoprim,,Cytochrome P450 3A4,,,,,,
DB00440,Trimethoprim,,Cytochrome P450 2C9,,,,,,
DB00440,Trimethoprim,,Cytochrome P450 3A4,,,,,,
DB00440,Trimethoprim,,Cytochrome P450 3A4,,,,,,
DB00440,Trimethoprim,,Cytochrome P450 3A5,,,,,,
DB00440,Trimethoprim,,Cytochrome P450 3A7,,,,,,
DB00440,Trimethoprim,,Cytochrome P450 3A4,,,,,,
DB00440,Trimethoprim,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB00440,Trimethoprim,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00440,Trimethoprim,BE0002433,Cytochrome P450 1A2,substrate,,,Humans,CYP1A2,P05177
DB00440,Trimethoprim,BE0002887,Cytochrome P450 2C8,"substrate, inhibitor",moderate,,Humans,CYP2C8,P10632
DB00441,Gemcitabine,,Cytidine deaminase,,,,,,
DB00441,Gemcitabine,,Deoxycytidine kinase,,,,,,
DB00441,Gemcitabine,,"Thymidine kinase 2, mitochondrial",,,,,,
DB00441,Gemcitabine,,Deoxycytidylate deaminase,,,,,,
DB00441,Gemcitabine,,UMP-CMP kinase,,,,,,
DB00441,Gemcitabine,,Nucleoside diphosphate kinase A,,,,,,
DB00441,Gemcitabine,BE0004639,"Thymidine kinase 2, mitochondrial",substrate,,,Humans,TK2,O00142
DB00441,Gemcitabine,BE0000637,UMP-CMP kinase,substrate,,,Humans,CMPK1,P30085
DB00441,Gemcitabine,BE0003106,Nucleoside diphosphate kinase A,substrate,,,Humans,NME1,P15531
DB00441,Gemcitabine,BE0002443,Cytidine deaminase,substrate,,,Humans,CDA,P32320
DB00441,Gemcitabine,BE0002804,Deoxycytidine kinase,substrate,,,Humans,DCK,P27707
DB00443,Betamethasone,BE0002090,Aromatase,"substrate, inhibitor",unknown,,Humans,CYP19A1,P11511
DB00443,Betamethasone,BE0002362,Cytochrome P450 3A5,inducer,,weak,Humans,CYP3A5,P20815
DB00443,Betamethasone,BE0003612,Cytochrome P450 3A7,,,,Humans,CYP3A7,P24462
DB00443,Betamethasone,BE0003336,Cytochrome P450 2A6,inducer,,unknown,Humans,CYP2A6,P11509
DB00443,Betamethasone,BE0001111,Cytochrome P450 1B1,inducer,,unknown,Humans,CYP1B1,Q16678
DB00443,Betamethasone,BE0003549,Cytochrome P450 2B6,inducer,,unknown,Humans,CYP2B6,P20813
DB00443,Betamethasone,BE0002887,Cytochrome P450 2C8,inducer,,unknown,Humans,CYP2C8,P10632
DB00443,Betamethasone,BE0002793,Cytochrome P450 2C9,inducer,,unknown,Humans,CYP2C9,P11712
DB00443,Betamethasone,BE0003536,Cytochrome P450 2C19,inducer,,unknown,Humans,CYP2C19,P33261
DB00443,Betamethasone,BE0002638,Cytochrome P450 3A4,"substrate, inducer",,unknown,Humans,CYP3A4,P08684
DB00444,Teniposide,,Cytochrome P450 3A4,,,,,,
DB00444,Teniposide,,Cytochrome P450 3A5,,,,,,
DB00444,Teniposide,,Cytochrome P450 3A5,,,,,,
DB00444,Teniposide,,Cytochrome P450 3A4,,,,,,
DB00444,Teniposide,,Myeloperoxidase,,,,,,
DB00444,Teniposide,BE0002362,Cytochrome P450 3A5,substrate,,,Humans,CYP3A5,P20815
DB00444,Teniposide,BE0003536,Cytochrome P450 2C19,substrate,,,Humans,CYP2C19,P33261
DB00444,Teniposide,BE0002793,Cytochrome P450 2C9,inhibitor,weak,,Humans,CYP2C9,P11712
DB00444,Teniposide,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",unknown,,Humans,CYP3A4,P08684
DB00445,Epirubicin,BE0003679,UDP-glucuronosyltransferase 2B7,substrate,,,Humans,UGT2B7,P16662
DB00445,Epirubicin,BE0000657,Cytosolic phospholipase A2,inhibitor,unknown,,Humans,PLA2G4A,P47712
DB00446,Chloramphenicol,BE0001542,Chloramphenicol acetyltransferase 3,substrate,,,Escherichia coli,cat3,P00484
DB00446,Chloramphenicol,BE0001320,Chloramphenicol acetyltransferase,substrate,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),cat,P26841
DB00446,Chloramphenicol,BE0001493,Chloramphenicol 3-O phosphotransferase,substrate,,,Streptomyces venezuelae (strain ATCC 10712 / CBS 650.69 / DSM 40230 / JCM 4526 / NBRC 13096 / PD 04745),,Q56148
DB00446,Chloramphenicol,BE0003536,Cytochrome P450 2C19,inhibitor,strong,,Humans,CYP2C19,P33261
DB00446,Chloramphenicol,BE0002638,Cytochrome P450 3A4,inhibitor,unknown,,Humans,CYP3A4,P08684
DB00446,Chloramphenicol,BE0002362,Cytochrome P450 3A5,inhibitor,unknown,,Humans,CYP3A5,P20815
DB00446,Chloramphenicol,BE0003612,Cytochrome P450 3A7,inhibitor,unknown,,Humans,CYP3A7,P24462
DB00448,Lansoprazole,,Cytochrome P450 2C19,,,,,,
DB00448,Lansoprazole,,Cytochrome P450 2C9,,,,,,
DB00448,Lansoprazole,,Cytochrome P450 3A4,,,,,,
DB00448,Lansoprazole,,Cytochrome P450 2C8,,,,,,
DB00448,Lansoprazole,,Cytochrome P450 3A4,,,,,,
DB00448,Lansoprazole,BE0003543,Cytochrome P450 1A1,inducer,,unknown,Humans,CYP1A1,P04798
DB00448,Lansoprazole,BE0001111,Cytochrome P450 1B1,inducer,,unknown,Humans,CYP1B1,Q16678
DB00448,Lansoprazole,BE0002887,Cytochrome P450 2C8,substrate,,,Humans,CYP2C8,P10632
DB00448,Lansoprazole,BE0002793,Cytochrome P450 2C9,"inhibitor, inducer",unknown,unknown,Humans,CYP2C9,P11712
DB00448,Lansoprazole,BE0003611,Cytochrome P450 2C18,substrate,,,Humans,CYP2C18,P33260
DB00448,Lansoprazole,BE0002363,Cytochrome P450 2D6,inhibitor,weak,,Humans,CYP2D6,P10635
DB00448,Lansoprazole,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor, inducer",unknown,unknown,Humans,CYP3A4,P08684
DB00448,Lansoprazole,BE0003536,Cytochrome P450 2C19,"substrate, inhibitor",strong,,Humans,CYP2C19,P33261
DB00451,Levothyroxine,,Thyroxine 5-deiodinase,,,,,,
DB00451,Levothyroxine,,Thyroxine 5-deiodinase,,,,,,
DB00451,Levothyroxine,,Thyroxine 5-deiodinase,,,,,,
DB00451,Levothyroxine,BE0003541,UDP-glucuronosyltransferase 1A1,substrate,,,Humans,UGT1A1,P22309
DB00451,Levothyroxine,BE0001032,ATP-dependent translocase ABCB1,inducer,,unknown,Humans,ABCB1,P08183
DB00451,Levothyroxine,BE0002887,Cytochrome P450 2C8,inhibitor,moderate,,Humans,CYP2C8,P10632
DB00454,Meperidine,BE0002638,Cytochrome P450 3A4,"substrate, inducer",,unknown,Humans,CYP3A4,P08684
DB00454,Meperidine,BE0003536,Cytochrome P450 2C19,substrate,,,Humans,CYP2C19,P33261
DB00454,Meperidine,BE0003549,Cytochrome P450 2B6,substrate,,,Humans,CYP2B6,P20813
DB00454,Meperidine,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00454,Meperidine,BE0002433,Cytochrome P450 1A2,inducer,,unknown,Humans,CYP1A2,P05177
DB00455,Loratadine,,Cytochrome P450 3A4,,,,,,
DB00455,Loratadine,,Cytochrome P450 2D6,,,,,,
DB00455,Loratadine,,Cytochrome P450 2C19,,,,,,
DB00455,Loratadine,,Cytochrome P450 1A1,,,,,,
DB00455,Loratadine,,Cytochrome P450 1A1,,,,,,
DB00455,Loratadine,,Cytochrome P450 2B6,,,,,,
DB00455,Loratadine,,Cytochrome P450 2C8,,,,,,
DB00455,Loratadine,,Cytochrome P450 2C9,,,,,,
DB00455,Loratadine,,Cytochrome P450 2C19,,,,,,
DB00455,Loratadine,,Cytochrome P450 2D6,,,,,,
DB00455,Loratadine,,Cytochrome P450 3A4,,,,,,
DB00455,Loratadine,,Cytochrome P450 3A5,,,,,,
DB00455,Loratadine,,UDP-glucuronosyltransferase 2B10,,,,,,
DB00455,Loratadine,,Cytochrome P450 1A1,,,,,,
DB00455,Loratadine,,Cytochrome P450 2B6,,,,,,
DB00455,Loratadine,,Cytochrome P450 2C8,,,,,,
DB00455,Loratadine,,Cytochrome P450 2C9,,,,,,
DB00455,Loratadine,,Cytochrome P450 2C19,,,,,,
DB00455,Loratadine,,Cytochrome P450 2D6,,,,,,
DB00455,Loratadine,,Cytochrome P450 3A4,,,,,,
DB00455,Loratadine,,Cytochrome P450 3A5,,,,,,
DB00455,Loratadine,,Cytochrome P450 2C8,,,,,,
DB00455,Loratadine,,UDP-glucuronosyltransferase 1A1,,,,,,
DB00455,Loratadine,,UDP-glucuronosyltransferase 1A3,,,,,,
DB00455,Loratadine,,UDP-glucuronosyltransferase 2B15,,,,,,
DB00455,Loratadine,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",weak,,Humans,CYP3A4,P08684
DB00455,Loratadine,BE0002363,Cytochrome P450 2D6,"substrate, inhibitor",weak,,Humans,CYP2D6,P10635
DB00455,Loratadine,BE0003543,Cytochrome P450 1A1,substrate,,,Humans,CYP1A1,P04798
DB00455,Loratadine,BE0003536,Cytochrome P450 2C19,"substrate, inhibitor",weak,,Humans,CYP2C19,P33261
DB00455,Loratadine,BE0002887,Cytochrome P450 2C8,"substrate, inhibitor",moderate,,Humans,CYP2C8,P10632
DB00455,Loratadine,BE0002433,Cytochrome P450 1A2,substrate,,,Humans,CYP1A2,P05177
DB00455,Loratadine,BE0003549,Cytochrome P450 2B6,substrate,,,Humans,CYP2B6,P20813
DB00455,Loratadine,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB00455,Loratadine,BE0002362,Cytochrome P450 3A5,substrate,,,Humans,CYP3A5,P20815
DB00455,Loratadine,BE0009343,UDP-glucuronosyltransferase 2B10,,,,Humans,UGT2B10,P36537
DB00455,Loratadine,BE0003541,UDP-glucuronosyltransferase 1A1,,,,Humans,UGT1A1,P22309
DB00455,Loratadine,BE0003677,UDP-glucuronosyltransferase 1A3,,,,Humans,UGT1A3,P35503
DB00455,Loratadine,BE0004696,UDP-glucuronosyltransferase 2B15,,,,Humans,UGT2B15,P54855
DB00458,Imipramine,,Cytochrome P450 1A2,,,,,,
DB00458,Imipramine,,Cytochrome P450 2C19,,,,,,
DB00458,Imipramine,,Cytochrome P450 3A4,,,,,,
DB00458,Imipramine,,Cytochrome P450 1A2,,,,,,
DB00458,Imipramine,,Cytochrome P450 2C19,,,,,,
DB00458,Imipramine,,Cytochrome P450 2D6,,,,,,
DB00458,Imipramine,,Cytochrome P450 3A4,,,,,,
DB00458,Imipramine,,Cytochrome P450 2D6,,,,,,
DB00458,Imipramine,BE0003536,Cytochrome P450 2C19,"substrate, inhibitor",unknown,,Humans,CYP2C19,P33261
DB00458,Imipramine,BE0002363,Cytochrome P450 2D6,"substrate, inhibitor",moderate,,Humans,CYP2D6,P10635
DB00458,Imipramine,BE0002433,Cytochrome P450 1A2,"substrate, inhibitor",unknown,,Humans,CYP1A2,P05177
DB00458,Imipramine,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00458,Imipramine,BE0003612,Cytochrome P450 3A7,substrate,,,Humans,CYP3A7,P24462
DB00458,Imipramine,BE0003549,Cytochrome P450 2B6,substrate,,,Humans,CYP2B6,P20813
DB00458,Imipramine,BE0003611,Cytochrome P450 2C18,substrate,,,Humans,CYP2C18,P33260
DB00458,Imipramine,BE0003533,Cytochrome P450 2E1,inhibitor,unknown,,Humans,CYP2E1,P05181
DB00461,Nabumetone,,11-beta-hydroxysteroid dehydrogenase 1,,,,,,
DB00461,Nabumetone,,Aldo-keto reductase family 1 member C1,,,,,,
DB00461,Nabumetone,,Aldo-keto reductase family 1 member C3,,,,,,
DB00461,Nabumetone,,Aldo-keto reductase family 1 member C4,,,,,,
DB00461,Nabumetone,,Cytochrome P450 1A2,,,,,,
DB00461,Nabumetone,,Cytochrome P450 2C9,,,,,,
DB00461,Nabumetone,BE0001075,Myeloperoxidase,inhibitor,unknown,,Humans,MPO,P05164
DB00461,Nabumetone,BE0002433,Cytochrome P450 1A2,substrate,,,Humans,CYP1A2,P05177
DB00461,Nabumetone,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB00461,Nabumetone,BE0000329,11-beta-hydroxysteroid dehydrogenase 1,substrate,,,Humans,HSD11B1,P28845
DB00461,Nabumetone,BE0000126,Aldo-keto reductase family 1 member C1,substrate,,,Humans,AKR1C1,Q04828
DB00461,Nabumetone,BE0000622,Aldo-keto reductase family 1 member C2,substrate,,,Humans,AKR1C2,P52895
DB00461,Nabumetone,BE0000438,Aldo-keto reductase family 1 member C4,substrate,,,Humans,AKR1C4,P17516
DB00465,Ketorolac,,UDP-glucuronosyltransferase 2B7,,,,,,
DB00465,Ketorolac,BE0003679,UDP-glucuronosyltransferase 2B7,substrate,,,Humans,UGT2B7,P16662
DB00465,Ketorolac,BE0002887,Cytochrome P450 2C8,substrate,,,Humans,CYP2C8,P10632
DB00465,Ketorolac,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB00466,Picrotoxin,BE0003543,Cytochrome P450 1A1,inducer,,unknown,Humans,CYP1A1,P04798
DB00466,Picrotoxin,BE0002240,Glutamine synthetase,inhibitor,unknown,,Humans,GLUL,P15104
DB00467,Enoxacin,BE0002433,Cytochrome P450 1A2,inhibitor,strong,,Humans,CYP1A2,P05177
DB00468,Quinine,,Cytochrome P450 3A4,,,,,,
DB00468,Quinine,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor, inducer",unknown,unknown,Humans,CYP3A4,P08684
DB00468,Quinine,BE0002362,Cytochrome P450 3A5,substrate,,,Humans,CYP3A5,P20815
DB00468,Quinine,BE0003543,Cytochrome P450 1A1,"inhibitor, inducer",unknown,unknown,Humans,CYP1A1,P04798
DB00468,Quinine,BE0002363,Cytochrome P450 2D6,"substrate, inhibitor",moderate,,Humans,CYP2D6,P10635
DB00468,Quinine,BE0002433,Cytochrome P450 1A2,substrate,,,Humans,CYP1A2,P05177
DB00468,Quinine,BE0002887,Cytochrome P450 2C8,"substrate, inhibitor",moderate,,Humans,CYP2C8,P10632
DB00468,Quinine,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB00468,Quinine,BE0003536,Cytochrome P450 2C19,"substrate, inhibitor",unknown,,Humans,CYP2C19,P33261
DB00468,Quinine,BE0003533,Cytochrome P450 2E1,substrate,,,Humans,CYP2E1,P05181
DB00468,Quinine,BE0003612,Cytochrome P450 3A7,substrate,,,Humans,CYP3A7,P24462
DB00469,Tenoxicam,,Cytochrome P450 2C9,,,,,,
DB00469,Tenoxicam,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB00470,Dronabinol,,Cytochrome P450 2C9,,,,,,
DB00470,Dronabinol,,Cytochrome P450 2C19,,,,,,
DB00470,Dronabinol,,Cytochrome P450 3A4,,,,,,
DB00470,Dronabinol,,Cytochrome P450 3A4,,,,,,
DB00470,Dronabinol,,Cytochrome P450 3A4,,,,,,
DB00470,Dronabinol,,Cytochrome P450 3A4,,,,,,
DB00470,Dronabinol,,Cytochrome P450 3A4,,,,,,
DB00470,Dronabinol,,Cytochrome P450 3A4,,,,,,
DB00470,Dronabinol,,Cytochrome P450 2C19,,,,,,
DB00470,Dronabinol,,Cytochrome P450 2C9,,,,,,
DB00470,Dronabinol,,Cytochrome P450 3A4,,,,,,
DB00470,Dronabinol,,Cytochrome P450 3A4,,,,,,
DB00470,Dronabinol,,Cytochrome P450 3A4,,,,,,
DB00470,Dronabinol,,Cytochrome P450 3A4,,,,,,
DB00470,Dronabinol,,Prostaglandin G/H synthase 1,,,,,,
DB00470,Dronabinol,,Cytochrome P450 3A4,,,,,,
DB00470,Dronabinol,,Cytochrome P450 2C9,,,,,,
DB00470,Dronabinol,,UDP-glucuronosyltransferase 1A9,,,,,,
DB00470,Dronabinol,,UDP-glucuronosyltransferase 1A10,,,,,,
DB00470,Dronabinol,,UDP-glucuronosyltransferase 1A1,,,,,,
DB00470,Dronabinol,,UDP-glucuronosyltransferase 1A3,,,,,,
DB00470,Dronabinol,BE0003543,Cytochrome P450 1A1,"inhibitor, inducer",unknown,unknown,Humans,CYP1A1,P04798
DB00470,Dronabinol,BE0002433,Cytochrome P450 1A2,inhibitor,unknown,,Humans,CYP1A2,P05177
DB00470,Dronabinol,BE0001111,Cytochrome P450 1B1,inhibitor,unknown,,Humans,CYP1B1,Q16678
DB00470,Dronabinol,BE0003336,Cytochrome P450 2A6,inhibitor,unknown,,Humans,CYP2A6,P11509
DB00470,Dronabinol,BE0002793,Cytochrome P450 2C9,"substrate, inhibitor, inducer",unknown,unknown,Humans,CYP2C9,P11712
DB00470,Dronabinol,BE0003549,Cytochrome P450 2B6,inhibitor,unknown,,Humans,CYP2B6,P20813
DB00470,Dronabinol,BE0003536,Cytochrome P450 2C19,"substrate, inhibitor",unknown,,Humans,CYP2C19,P33261
DB00470,Dronabinol,BE0002363,Cytochrome P450 2D6,inhibitor,unknown,,Humans,CYP2D6,P10635
DB00470,Dronabinol,BE0003683,Cytochrome P450 2J2,"substrate, inhibitor",unknown,,Humans,CYP2J2,P51589
DB00470,Dronabinol,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",unknown,,Humans,CYP3A4,P08684
DB00470,Dronabinol,BE0002362,Cytochrome P450 3A5,inhibitor,weak,,Humans,CYP3A5,P20815
DB00470,Dronabinol,BE0003612,Cytochrome P450 3A7,inhibitor,weak,,Humans,CYP3A7,P24462
DB00470,Dronabinol,BE0002705,Liver carboxylesterase 1,inhibitor,unknown,,Humans,CES1,P23141
DB00470,Dronabinol,BE0000017,Prostaglandin G/H synthase 1,inhibitor,unknown,,Humans,PTGS1,P23219
DB00470,Dronabinol,BE0003541,UDP-glucuronosyltransferase 1A1,substrate,,,Humans,UGT1A1,P22309
DB00470,Dronabinol,BE0003677,UDP-glucuronosyltransferase 1A3,substrate,,,Humans,UGT1A3,P35503
DB00470,Dronabinol,BE0003538,UDP-glucuronosyltransferase 1A9,substrate,,,Humans,UGT1A9,O60656
DB00470,Dronabinol,BE0003678,UDP-glucuronosyltransferase 1A10,substrate,,,Humans,UGT1A10,Q9HAW8
DB00471,Montelukast,,Cytochrome P450 3A4,,,,,,
DB00471,Montelukast,,Cytochrome P450 2A6,,,,,,
DB00471,Montelukast,,Cytochrome P450 3A4,,,,,,
